,Coordinates,Coordinates,Coordinates,Results
,Radius,Theta,Phi,Int.En.
146,7.0,150.0,0.0,0.0140321112267054
147,8.0,150.0,0.0,0.0140321112267054
148,9.0,150.0,0.0,0.0140321112267054
149,10.0,150.0,0.0,0.0140321112267054
150,12.0,150.0,0.0,0.0140321112267054
151,15.0,150.0,0.0,0.0140321112267054
152,20.0,150.0,0.0,0.0140321112267054
153,30.0,150.0,0.0,0.0140321112267054
154,1.0,165.0,0.0,0.0140321112267054
155,2.0,165.0,0.0,0.0140321112267054
156,3.0,165.0,0.0,0.0140321112267054
157,4.0,165.0,0.0,0.0140321112267054
158,5.0,165.0,0.0,0.0140321112267054
159,6.0,165.0,0.0,0.0140321112267054
160,7.0,165.0,0.0,0.0140321112267054
161,8.0,165.0,0.0,0.0140321112267054
162,9.0,165.0,0.0,0.0140321112267054
163,10.0,165.0,0.0,0.0140321112267054
164,12.0,165.0,0.0,0.0140321112267054
165,15.0,165.0,0.0,0.0140321112267054
166,20.0,165.0,0.0,0.0140321112267054
167,30.0,165.0,0.0,0.0140321112267054
168,1.0,175.0,0.0,0.0140321112267054
169,2.0,175.0,0.0,0.0140321112267054
170,3.0,175.0,0.0,0.0140321112267054
171,4.0,175.0,0.0,0.0140321112267054
172,5.0,175.0,0.0,0.0140321112267054
173,6.0,175.0,0.0,0.0140321112267054
174,7.0,175.0,0.0,0.0140321112267054
175,8.0,175.0,0.0,0.0140321112267054
176,9.0,175.0,0.0,0.0140321112267054
177,10.0,175.0,0.0,0.0140321112267054
178,12.0,175.0,0.0,0.0140321112267054
179,15.0,175.0,0.0,0.0140321112267054
180,20.0,175.0,0.0,0.0140321112267054
181,30.0,175.0,0.0,0.0140321112267054
182,1.0,5.0,30.0,0.0140321112267054
183,2.0,5.0,30.0,0.0140321112267054
184,3.0,5.0,30.0,0.0140321112267054
185,4.0,5.0,30.0,0.0140321112267054
186,5.0,5.0,30.0,0.0140321112267054
187,6.0,5.0,30.0,0.0140321112267054
188,7.0,5.0,30.0,0.0140321112267054
189,8.0,5.0,30.0,0.0140321112267054
190,9.0,5.0,30.0,0.0140321112267054
191,10.0,5.0,30.0,0.0140321112267054
192,12.0,5.0,30.0,0.0140321112267054
193,15.0,5.0,30.0,0.0140321112267054
194,20.0,5.0,30.0,0.0140321112267054
195,30.0,5.0,30.0,0.0140321112267054
196,1.0,15.0,30.0,0.0140321112267054
197,2.0,15.0,30.0,0.0140321112267054
198,3.0,15.0,30.0,0.0140321112267054
199,4.0,15.0,30.0,0.0140321112267054
200,5.0,15.0,30.0,0.0140321112267054
201,6.0,15.0,30.0,0.0140321112267054
202,7.0,15.0,30.0,0.0140321112267054
203,8.0,15.0,30.0,0.0140321112267054
204,9.0,15.0,30.0,0.0140321112267054
205,10.0,15.0,30.0,0.0140321112267054
206,12.0,15.0,30.0,0.0140321112267054
207,15.0,15.0,30.0,0.0140321112267054
208,20.0,15.0,30.0,0.0140321112267054
209,30.0,15.0,30.0,0.0140321112267054
210,1.0,30.0,30.0,0.0140321112267054
211,2.0,30.0,30.0,0.0140321112267054
212,3.0,30.0,30.0,0.0140321112267054
213,4.0,30.0,30.0,0.0140321112267054
214,5.0,30.0,30.0,0.0140321112267054
215,6.0,30.0,30.0,0.0140321112267054
216,7.0,30.0,30.0,0.0140321112267054
217,8.0,30.0,30.0,0.0140321112267054
218,9.0,30.0,30.0,0.0140321112267054
219,10.0,30.0,30.0,0.0140321112267054
220,12.0,30.0,30.0,0.0140321112267054
221,15.0,30.0,30.0,0.0140321112267054
222,20.0,30.0,30.0,0.0140321112267054
223,30.0,30.0,30.0,0.0140321112267054
224,1.0,45.0,30.0,0.0140321112267054
225,2.0,45.0,30.0,0.0140321112267054
226,3.0,45.0,30.0,0.0140321112267054
227,4.0,45.0,30.0,0.0140321112267054
228,5.0,45.0,30.0,0.0140321112267054
229,6.0,45.0,30.0,0.0140321112267054
230,7.0,45.0,30.0,0.0140321112267054
231,8.0,45.0,30.0,0.0140321112267054
232,9.0,45.0,30.0,0.0140321112267054
233,10.0,45.0,30.0,0.0140321112267054
234,12.0,45.0,30.0,0.0140321112267054
235,15.0,45.0,30.0,0.0140321112267054
236,20.0,45.0,30.0,0.0140321112267054
237,30.0,45.0,30.0,0.0140321112267054
238,1.0,60.0,30.0,0.0140321112267054
239,2.0,60.0,30.0,0.0140321112267054
240,3.0,60.0,30.0,0.0140321112267054
241,4.0,60.0,30.0,0.0140321112267054
242,5.0,60.0,30.0,0.0140321112267054
243,6.0,60.0,30.0,0.0140321112267054
244,7.0,60.0,30.0,0.0140321112267054
245,8.0,60.0,30.0,0.0140321112267054
246,9.0,60.0,30.0,0.0140321112267054
247,10.0,60.0,30.0,0.0140321112267054
248,12.0,60.0,30.0,0.0140321112267054
249,15.0,60.0,30.0,0.0140321112267054
250,20.0,60.0,30.0,0.0140321112267054
251,30.0,60.0,30.0,0.0140321112267054
252,1.0,75.0,30.0,0.0140321112267054
253,2.0,75.0,30.0,0.0140321112267054
254,3.0,75.0,30.0,0.0140321112267054
255,4.0,75.0,30.0,0.0140321112267054
256,5.0,75.0,30.0,0.0140321112267054
257,6.0,75.0,30.0,0.0140321112267054
258,7.0,75.0,30.0,0.0140321112267054
259,8.0,75.0,30.0,0.0140321112267054
260,9.0,75.0,30.0,0.0140321112267054
261,10.0,75.0,30.0,0.0140321112267054
262,12.0,75.0,30.0,0.0140321112267054
263,15.0,75.0,30.0,0.0140321112267054
264,20.0,75.0,30.0,0.0140321112267054
265,30.0,75.0,30.0,0.0140321112267054
266,1.0,90.0,30.0,0.0140321112267054
267,2.0,90.0,30.0,0.0140321112267054
268,3.0,90.0,30.0,0.0140321112267054
269,4.0,90.0,30.0,0.0140321112267054
270,5.0,90.0,30.0,0.0140321112267054
271,6.0,90.0,30.0,0.0140321112267054
272,7.0,90.0,30.0,0.0140321112267054
273,8.0,90.0,30.0,0.0140321112267054
274,9.0,90.0,30.0,0.0140321112267054
275,10.0,90.0,30.0,0.0140321112267054
276,12.0,90.0,30.0,0.0140321112267054
277,15.0,90.0,30.0,0.0140321112267054
278,20.0,90.0,30.0,0.0140321112267054
279,30.0,90.0,30.0,0.0140321112267054
280,1.0,105.0,30.0,0.0140321112267054
281,2.0,105.0,30.0,0.0140321112267054
282,3.0,105.0,30.0,0.0140321112267054
283,4.0,105.0,30.0,0.0140321112267054
284,5.0,105.0,30.0,0.0140321112267054
285,6.0,105.0,30.0,0.0140321112267054
286,7.0,105.0,30.0,0.0140321112267054
287,8.0,105.0,30.0,0.0140321112267054
288,9.0,105.0,30.0,0.0140321112267054
289,10.0,105.0,30.0,0.0140321112267054
290,12.0,105.0,30.0,0.0140321112267054
291,15.0,105.0,30.0,0.0140321112267054
292,20.0,105.0,30.0,0.0140321112267054
293,30.0,105.0,30.0,0.0140321112267054
294,1.0,120.0,30.0,0.0140321112267054
295,2.0,120.0,30.0,0.0140321112267054
296,3.0,120.0,30.0,0.0140321112267054
297,4.0,120.0,30.0,0.0140321112267054
298,5.0,120.0,30.0,0.0140321112267054
299,6.0,120.0,30.0,0.0140321112267054
300,7.0,120.0,30.0,0.0140321112267054
301,8.0,120.0,30.0,0.0140321112267054
302,9.0,120.0,30.0,0.0140321112267054
303,10.0,120.0,30.0,0.0140321112267054
304,12.0,120.0,30.0,0.0140321112267054
305,15.0,120.0,30.0,0.0140321112267054
306,20.0,120.0,30.0,0.0140321112267054
307,30.0,120.0,30.0,0.0140321112267054
308,1.0,135.0,30.0,0.0140321112267054
309,2.0,135.0,30.0,0.0140321112267054
310,3.0,135.0,30.0,0.0140321112267054
311,4.0,135.0,30.0,0.0140321112267054
312,5.0,135.0,30.0,0.0140321112267054
313,6.0,135.0,30.0,0.0140321112267054
314,7.0,135.0,30.0,0.0140321112267054
315,8.0,135.0,30.0,0.0140321112267054
316,9.0,135.0,30.0,0.0140321112267054
317,10.0,135.0,30.0,0.0140321112267054
318,12.0,135.0,30.0,0.0140321112267054
319,15.0,135.0,30.0,0.0140321112267054
320,20.0,135.0,30.0,0.0140321112267054
321,30.0,135.0,30.0,0.0140321112267054
322,1.0,150.0,30.0,0.0140321112267054
323,2.0,150.0,30.0,0.0140321112267054
324,3.0,150.0,30.0,0.0140321112267054
325,4.0,150.0,30.0,0.0140321112267054
326,5.0,150.0,30.0,0.0140321112267054
327,6.0,150.0,30.0,0.0140321112267054
328,7.0,150.0,30.0,0.0140321112267054
329,8.0,150.0,30.0,0.0140321112267054
330,9.0,150.0,30.0,0.0140321112267054
331,10.0,150.0,30.0,0.0140321112267054
332,12.0,150.0,30.0,0.0140321112267054
333,15.0,150.0,30.0,0.0140321112267054
334,20.0,150.0,30.0,0.0140321112267054
335,30.0,150.0,30.0,0.0140321112267054
336,1.0,165.0,30.0,0.0140321112267054
337,2.0,165.0,30.0,0.0140321112267054
338,3.0,165.0,30.0,0.0140321112267054
339,4.0,165.0,30.0,0.0140321112267054
340,5.0,165.0,30.0,0.0140321112267054
341,6.0,165.0,30.0,0.0140321112267054
342,7.0,165.0,30.0,0.0140321112267054
343,8.0,165.0,30.0,0.0140321112267054
344,9.0,165.0,30.0,0.0140321112267054
345,10.0,165.0,30.0,0.0140321112267054
346,12.0,165.0,30.0,0.0140321112267054
347,15.0,165.0,30.0,0.0140321112267054
348,20.0,165.0,30.0,0.0140321112267054
349,30.0,165.0,30.0,0.0140321112267054
350,1.0,175.0,30.0,0.0140321112267054
351,2.0,175.0,30.0,0.0140321112267054
352,3.0,175.0,30.0,0.0140321112267054
353,4.0,175.0,30.0,0.0140321112267054
354,5.0,175.0,30.0,0.0140321112267054
355,6.0,175.0,30.0,0.0140321112267054
356,7.0,175.0,30.0,0.0140321112267054
357,8.0,175.0,30.0,0.0140321112267054
358,9.0,175.0,30.0,0.0140321112267054
359,10.0,175.0,30.0,0.0140321112267054
360,12.0,175.0,30.0,0.0140321112267054
361,15.0,175.0,30.0,0.0140321112267054
362,20.0,175.0,30.0,0.0140321112267054
363,30.0,175.0,30.0,0.0140321112267054
364,1.0,5.0,45.0,0.0140321112267054
365,2.0,5.0,45.0,0.0140321112267054
366,3.0,5.0,45.0,0.0140321112267054
367,4.0,5.0,45.0,0.0140321112267054
368,5.0,5.0,45.0,0.0140321112267054
369,6.0,5.0,45.0,0.0140321112267054
370,7.0,5.0,45.0,0.0140321112267054
371,8.0,5.0,45.0,0.0140321112267054
372,9.0,5.0,45.0,0.0140321112267054
373,10.0,5.0,45.0,0.0140321112267054
374,12.0,5.0,45.0,0.0140321112267054
375,15.0,5.0,45.0,0.0140321112267054
376,20.0,5.0,45.0,0.0140321112267054
377,30.0,5.0,45.0,0.0140321112267054
378,1.0,15.0,45.0,0.0140321112267054
379,2.0,15.0,45.0,0.0140321112267054
380,3.0,15.0,45.0,0.0140321112267054
381,4.0,15.0,45.0,0.0140321112267054
382,5.0,15.0,45.0,0.0140321112267054
383,6.0,15.0,45.0,0.0140321112267054
384,7.0,15.0,45.0,0.0140321112267054
385,8.0,15.0,45.0,0.0140321112267054
386,9.0,15.0,45.0,0.0140321112267054
387,10.0,15.0,45.0,0.0140321112267054
388,12.0,15.0,45.0,0.0140321112267054
389,15.0,15.0,45.0,0.0140321112267054
390,20.0,15.0,45.0,0.0140321112267054
391,30.0,15.0,45.0,0.0140321112267054
392,1.0,30.0,45.0,0.0140321112267054
393,2.0,30.0,45.0,0.0140321112267054
394,3.0,30.0,45.0,0.0140321112267054
395,4.0,30.0,45.0,0.0140321112267054
396,5.0,30.0,45.0,0.0140321112267054
397,6.0,30.0,45.0,0.0140321112267054
398,7.0,30.0,45.0,0.0140321112267054
399,8.0,30.0,45.0,0.0140321112267054
400,9.0,30.0,45.0,0.0140321112267054
401,10.0,30.0,45.0,0.0140321112267054
402,12.0,30.0,45.0,0.0140321112267054
403,15.0,30.0,45.0,0.0140321112267054
404,20.0,30.0,45.0,0.0140321112267054
405,30.0,30.0,45.0,0.0140321112267054
406,1.0,45.0,45.0,0.0140321112267054
407,2.0,45.0,45.0,0.0140321112267054
408,3.0,45.0,45.0,0.0140321112267054
409,4.0,45.0,45.0,0.0140321112267054
410,5.0,45.0,45.0,0.0140321112267054
411,6.0,45.0,45.0,0.0140321112267054
412,7.0,45.0,45.0,0.0140321112267054
413,8.0,45.0,45.0,0.0140321112267054
414,9.0,45.0,45.0,0.0140321112267054
415,10.0,45.0,45.0,0.0140321112267054
416,12.0,45.0,45.0,0.0140321112267054
417,15.0,45.0,45.0,0.0140321112267054
418,20.0,45.0,45.0,0.0140321112267054
419,30.0,45.0,45.0,0.0140321112267054
420,1.0,60.0,45.0,0.0140321112267054
421,2.0,60.0,45.0,0.0140321112267054
422,3.0,60.0,45.0,0.0140321112267054
423,4.0,60.0,45.0,0.0140321112267054
424,5.0,60.0,45.0,0.0140321112267054
425,6.0,60.0,45.0,0.0140321112267054
426,7.0,60.0,45.0,0.0140321112267054
427,8.0,60.0,45.0,0.0140321112267054
428,9.0,60.0,45.0,0.0140321112267054
429,10.0,60.0,45.0,0.0140321112267054
430,12.0,60.0,45.0,0.0140321112267054
431,15.0,60.0,45.0,0.0140321112267054
432,20.0,60.0,45.0,0.0140321112267054
433,30.0,60.0,45.0,0.0140321112267054
434,1.0,75.0,45.0,0.0140321112267054
435,2.0,75.0,45.0,0.0140321112267054
436,3.0,75.0,45.0,0.0140321112267054
437,4.0,75.0,45.0,0.0140321112267054
438,5.0,75.0,45.0,0.0140321112267054
439,6.0,75.0,45.0,0.0140321112267054
440,7.0,75.0,45.0,0.0140321112267054
441,8.0,75.0,45.0,0.0140321112267054
442,9.0,75.0,45.0,0.0140321112267054
443,10.0,75.0,45.0,0.0140321112267054
444,12.0,75.0,45.0,0.0140321112267054
445,15.0,75.0,45.0,0.0140321112267054
446,20.0,75.0,45.0,0.0140321112267054
447,30.0,75.0,45.0,0.0140321112267054
448,1.0,90.0,45.0,0.0140321112267054
449,2.0,90.0,45.0,0.0140321112267054
450,3.0,90.0,45.0,0.0140321112267054
451,4.0,90.0,45.0,0.0140321112267054
452,5.0,90.0,45.0,0.0140321112267054
453,6.0,90.0,45.0,0.0140321112267054
454,7.0,90.0,45.0,0.0140321112267054
455,8.0,90.0,45.0,0.0140321112267054
456,9.0,90.0,45.0,0.0140321112267054
457,10.0,90.0,45.0,0.0140321112267054
458,12.0,90.0,45.0,0.0140321112267054
459,15.0,90.0,45.0,0.0140321112267054
460,20.0,90.0,45.0,0.0140321112267054
461,30.0,90.0,45.0,0.0140321112267054
462,1.0,105.0,45.0,0.0140321112267054
463,2.0,105.0,45.0,0.0140321112267054
464,3.0,105.0,45.0,0.0140321112267054
465,4.0,105.0,45.0,0.0140321112267054
466,5.0,105.0,45.0,0.0140321112267054
467,6.0,105.0,45.0,0.0140321112267054
468,7.0,105.0,45.0,0.0140321112267054
469,8.0,105.0,45.0,0.0140321112267054
470,9.0,105.0,45.0,0.0140321112267054
471,10.0,105.0,45.0,0.0140321112267054
472,12.0,105.0,45.0,0.0140321112267054
473,15.0,105.0,45.0,0.0140321112267054
474,20.0,105.0,45.0,0.0140321112267054
475,30.0,105.0,45.0,0.0140321112267054
476,1.0,120.0,45.0,0.0140321112267054
477,2.0,120.0,45.0,0.0140321112267054
478,3.0,120.0,45.0,0.0140321112267054
479,4.0,120.0,45.0,0.0140321112267054
480,5.0,120.0,45.0,0.0140321112267054
481,6.0,120.0,45.0,0.0140321112267054
482,7.0,120.0,45.0,0.0140321112267054
483,8.0,120.0,45.0,0.0140321112267054
484,9.0,120.0,45.0,0.0140321112267054
485,10.0,120.0,45.0,0.0140321112267054
486,12.0,120.0,45.0,0.0140321112267054
487,15.0,120.0,45.0,0.0140321112267054
488,20.0,120.0,45.0,0.0140321112267054
489,30.0,120.0,45.0,0.0140321112267054
490,1.0,135.0,45.0,0.0140321112267054
491,2.0,135.0,45.0,0.0140321112267054
492,3.0,135.0,45.0,0.0140321112267054
493,4.0,135.0,45.0,0.0140321112267054
494,5.0,135.0,45.0,0.0140321112267054
495,6.0,135.0,45.0,0.0140321112267054
496,7.0,135.0,45.0,0.0140321112267054
497,8.0,135.0,45.0,0.0140321112267054
498,9.0,135.0,45.0,0.0140321112267054
499,10.0,135.0,45.0,0.0140321112267054
500,12.0,135.0,45.0,0.0140321112267054
501,15.0,135.0,45.0,0.0140321112267054
502,20.0,135.0,45.0,0.0140321112267054
503,30.0,135.0,45.0,0.0140321112267054
504,1.0,150.0,45.0,0.0140321112267054
505,2.0,150.0,45.0,0.0140321112267054
506,3.0,150.0,45.0,0.0140321112267054
507,4.0,150.0,45.0,0.0140321112267054
508,5.0,150.0,45.0,0.0140321112267054
509,6.0,150.0,45.0,0.0140321112267054
510,7.0,150.0,45.0,0.0140321112267054
511,8.0,150.0,45.0,0.0140321112267054
512,9.0,150.0,45.0,0.0140321112267054
513,10.0,150.0,45.0,0.0140321112267054
514,12.0,150.0,45.0,0.0140321112267054
515,15.0,150.0,45.0,0.0140321112267054
516,20.0,150.0,45.0,0.0140321112267054
517,30.0,150.0,45.0,0.0140321112267054
518,1.0,165.0,45.0,0.0140321112267054
519,2.0,165.0,45.0,0.0140321112267054
520,3.0,165.0,45.0,0.0140321112267054
521,4.0,165.0,45.0,0.0140321112267054
522,5.0,165.0,45.0,0.0140321112267054
523,6.0,165.0,45.0,0.0140321112267054
524,7.0,165.0,45.0,0.0140321112267054
525,8.0,165.0,45.0,0.0140321112267054
526,9.0,165.0,45.0,0.0140321112267054
527,10.0,165.0,45.0,0.0140321112267054
528,12.0,165.0,45.0,0.0140321112267054
529,15.0,165.0,45.0,0.0140321112267054
530,20.0,165.0,45.0,0.0140321112267054
531,30.0,165.0,45.0,0.0140321112267054
532,1.0,175.0,45.0,0.0140321112267054
533,2.0,175.0,45.0,0.0140321112267054
534,3.0,175.0,45.0,0.0140321112267054
535,4.0,175.0,45.0,0.0140321112267054
536,5.0,175.0,45.0,0.0140321112267054
537,6.0,175.0,45.0,0.0140321112267054
538,7.0,175.0,45.0,0.0140321112267054
539,8.0,175.0,45.0,0.0140321112267054
540,9.0,175.0,45.0,0.0140321112267054
541,10.0,175.0,45.0,0.0140321112267054
542,12.0,175.0,45.0,0.0140321112267054
543,15.0,175.0,45.0,0.0140321112267054
544,20.0,175.0,45.0,0.0140321112267054
545,30.0,175.0,45.0,0.0140321112267054
546,1.0,5.0,60.0,0.0140321112267054
547,2.0,5.0,60.0,0.0140321112267054
548,3.0,5.0,60.0,0.0140321112267054
549,4.0,5.0,60.0,0.0140321112267054
550,5.0,5.0,60.0,0.0140321112267054
551,6.0,5.0,60.0,0.0140321112267054
552,7.0,5.0,60.0,0.0140321112267054
553,8.0,5.0,60.0,0.0140321112267054
554,9.0,5.0,60.0,0.0140321112267054
555,10.0,5.0,60.0,0.0140321112267054
556,12.0,5.0,60.0,0.0140321112267054
557,15.0,5.0,60.0,0.0140321112267054
558,20.0,5.0,60.0,0.0140321112267054
559,30.0,5.0,60.0,0.0140321112267054
560,1.0,15.0,60.0,0.0140321112267054
561,2.0,15.0,60.0,0.0140321112267054
562,3.0,15.0,60.0,0.0140321112267054
563,4.0,15.0,60.0,0.0140321112267054
564,5.0,15.0,60.0,0.0140321112267054
565,6.0,15.0,60.0,0.0140321112267054
566,7.0,15.0,60.0,0.0140321112267054
567,8.0,15.0,60.0,0.0140321112267054
568,9.0,15.0,60.0,0.0140321112267054
569,10.0,15.0,60.0,0.0140321112267054
570,12.0,15.0,60.0,0.0140321112267054
571,15.0,15.0,60.0,0.0140321112267054
572,20.0,15.0,60.0,0.0140321112267054
573,30.0,15.0,60.0,0.0140321112267054
574,1.0,30.0,60.0,0.0140321112267054
575,2.0,30.0,60.0,0.0140321112267054
576,3.0,30.0,60.0,0.0140321112267054
577,4.0,30.0,60.0,0.0140321112267054
578,5.0,30.0,60.0,0.0140321112267054
579,6.0,30.0,60.0,0.0140321112267054
580,7.0,30.0,60.0,0.0140321112267054
581,8.0,30.0,60.0,0.0140321112267054
582,9.0,30.0,60.0,0.0140321112267054
583,10.0,30.0,60.0,0.0140321112267054
584,12.0,30.0,60.0,0.0140321112267054
585,15.0,30.0,60.0,0.0140321112267054
586,20.0,30.0,60.0,0.0140321112267054
587,30.0,30.0,60.0,0.0140321112267054
588,1.0,45.0,60.0,0.0140321112267054
589,2.0,45.0,60.0,0.0140321112267054
590,3.0,45.0,60.0,0.0140321112267054
591,4.0,45.0,60.0,0.0140321112267054
592,5.0,45.0,60.0,0.0140321112267054
593,6.0,45.0,60.0,0.0140321112267054
594,7.0,45.0,60.0,0.0140321112267054
595,8.0,45.0,60.0,0.0140321112267054
596,9.0,45.0,60.0,0.0140321112267054
597,10.0,45.0,60.0,0.0140321112267054
598,12.0,45.0,60.0,0.0140321112267054
599,15.0,45.0,60.0,0.0140321112267054
600,20.0,45.0,60.0,0.0140321112267054
601,30.0,45.0,60.0,0.0140321112267054
602,1.0,60.0,60.0,0.0140321112267054
