# Fix print output for fix 333
2000 1e-13 0.0682704223670908 302.91422869453 -433.190361129717 -3510.31716743576 15.6227401123236
4000 2e-13 0.0729873940724738 298.897487002503 1617.83626411224 -3555.20882989093 15.4155774715216
6000 3e-13 0.0766842464257829 305.171300841961 957.282150256596 -3611.02923864459 15.7391481520715
8000 4e-13 0.0807553818316426 305.563144957253 2683.46181614119 -3657.08378004493 15.7593574331084
10000 5e-13 0.0842128327762537 319.478096163406 -1310.93195247796 -3706.5206787043 16.4770182287279
12000 6e-13 0.0901952679598233 315.592182410971 -133.310493590525 -3757.72322004938 16.2766030124641
14000 7e-13 0.0984369310780688 319.825226374111 3005.03899166535 -3822.56448126614 16.4949213991744
16000 8e-13 0.105277295577607 328.955906047465 1288.47828047027 -3890.92044991264 16.9658343576064
18000 9e-13 0.1112867077296 284.023764361588 -3337.04064011203 -3946.29153948554 14.6484682329651
20000 1e-12 0.119678127652004 324.765975259453 -2256.26890218788 -4011.47020741514 16.7497395241882
22000 1.1e-12 0.129548539003623 298.317727640127 -550.689550218489 -4080.48439039996 15.3856764996025
24000 1.2e-12 0.142281334666359 320.678877232514 -30.854648356256 -4148.06989366034 16.5389482696353
26000 1.3e-12 0.155634747358561 292.688893757736 -3193.03086190905 -4227.80319887577 15.0953705299588
28000 1.4e-12 0.16979743047722 299.234224650544 1067.31600234002 -4322.94999113769 15.4329446476495
30000 1.5e-12 0.18437985326502 299.619794135429 -2445.12032449501 -4423.30447901369 15.4528303158914
32000 1.6e-12 0.202235264404075 289.262374656552 8531.69600283538 -4532.42747190395 14.918648499969
34000 1.7e-12 0.218930894108593 302.009162491735 1977.19008594987 -4641.52843051617 15.5760615058691
36000 1.8e-12 0.238851538410547 300.277765006343 15472.3165273413 -4738.75583567997 15.4867650305533
