,Coordinates,Coordinates,Coordinates,Results
,Radius,Theta,Phi,Int.En.
130,5.0,135.0,0.0,3501054243.34576
131,6.0,135.0,0.0,32452881.8664993
132,7.0,135.0,0.0,1094808.98111955
133,8.0,135.0,0.0,76756.2171950323
134,9.0,135.0,0.0,8474.98399370833
135,10.0,135.0,0.0,1235.38967378952
136,12.0,135.0,0.0,24.9137662355968
137,15.0,135.0,0.0,-7.4460096203602
138,20.0,135.0,0.0,-1.73211418849753
139,30.0,135.0,0.0,-0.400018988574266
140,1.0,150.0,0.0,20003644964857.5
141,2.0,150.0,0.0,8829543749732.04
142,3.0,150.0,0.0,2.63575672814786e+19
143,4.0,150.0,0.0,15365897759107.0
144,5.0,150.0,0.0,4924427484.52559
145,6.0,150.0,0.0,39057857.6971847
146,7.0,150.0,0.0,1237310.23359321
147,8.0,150.0,0.0,83991.0065912477
148,9.0,150.0,0.0,9104.00492123568
149,10.0,150.0,0.0,1313.93400440184
150,12.0,150.0,0.0,27.3739691995809
151,15.0,150.0,0.0,-7.38387558686557
152,20.0,150.0,0.0,-1.72207861670133
153,30.0,150.0,0.0,-0.361537921878298
154,1.0,165.0,0.0,20002201028293.6
155,2.0,165.0,0.0,461785000383.541
156,3.0,165.0,0.0,6961463621844.63
157,4.0,165.0,0.0,80496336582.8896
158,5.0,165.0,0.0,513375960.831086
159,6.0,165.0,0.0,10473925.8434773
160,7.0,165.0,0.0,504762.957231243
161,8.0,165.0,0.0,42909.0621565753
162,9.0,165.0,0.0,5304.65139237454
163,10.0,165.0,0.0,822.759025101081
164,12.0,165.0,0.0,13.3381720316404
165,15.0,165.0,0.0,-7.06977866212083
166,20.0,165.0,0.0,-1.65640115600385
167,30.0,165.0,0.0,-0.399763687718324
168,1.0,175.0,0.0,20001226871397.5
169,2.0,175.0,0.0,46336028254.8529
170,3.0,175.0,0.0,68295280708.3163
171,4.0,175.0,0.0,2937315502.50167
172,5.0,175.0,0.0,69281676.3454494
173,6.0,175.0,0.0,2765871.92014805
174,7.0,175.0,0.0,191727.494093891
175,8.0,175.0,0.0,20194.5181821787
176,9.0,175.0,0.0,2841.20143975521
177,10.0,175.0,0.0,469.83946607516
178,12.0,175.0,0.0,2.3187694762852
179,15.0,175.0,0.0,-6.71642679420038
180,20.0,175.0,0.0,-1.58903627646894
181,30.0,175.0,0.0,-0.359868707876862
182,1.0,5.0,30.0,20035344003630.8
183,2.0,5.0,30.0,1051063849567440.0
184,3.0,5.0,30.0,1.30188712197446e+18
185,4.0,5.0,30.0,590692499602.809
186,5.0,5.0,30.0,771964105.188325
187,6.0,5.0,30.0,10799845.7582472
188,7.0,5.0,30.0,462726.15037445
189,8.0,5.0,30.0,37753.4178604336
190,9.0,5.0,30.0,4595.09352581705
191,10.0,5.0,30.0,704.884499521039
192,12.0,5.0,30.0,8.76484057940678
193,15.0,5.0,30.0,-6.95868381479765
194,20.0,5.0,30.0,-1.62756642720195
195,30.0,5.0,30.0,-0.358577394680454
196,1.0,15.0,30.0,20025393159054.4
197,2.0,15.0,30.0,55987384423270.5
198,3.0,15.0,30.0,274778537586428.0
199,4.0,15.0,30.0,92484427290.7163
200,5.0,15.0,30.0,334331760.633726
201,6.0,15.0,30.0,6505810.17826875
202,7.0,15.0,30.0,324555.693195872
203,8.0,15.0,30.0,28791.0736783229
204,9.0,15.0,30.0,3679.41483245252
205,10.0,15.0,30.0,577.838353165019
206,12.0,15.0,30.0,4.72732466703121
207,15.0,15.0,30.0,-6.91201033908132
208,20.0,15.0,30.0,-1.61862319975253
209,30.0,15.0,30.0,-0.393897049852051
210,1.0,30.0,30.0,20009548394662.2
211,2.0,30.0,30.0,407639417639.207
212,3.0,30.0,30.0,150773102504.31
213,4.0,30.0,30.0,2113004596.3421
214,5.0,30.0,30.0,39206650.8842046
215,6.0,30.0,30.0,1573574.39017442
216,7.0,30.0,30.0,114883.814596776
217,8.0,30.0,30.0,12734.9962406065
218,9.0,30.0,30.0,1854.99470394298
219,10.0,30.0,30.0,306.634692952429
220,12.0,30.0,30.0,-4.25396812354983
221,15.0,30.0,30.0,-6.68548326069013
222,20.0,30.0,30.0,-1.57859860828675
223,30.0,30.0,30.0,-0.347715165553532
224,1.0,45.0,30.0,20002631154340.1
225,2.0,45.0,30.0,13668537060.4203
226,3.0,45.0,30.0,1626384644.01901
227,4.0,45.0,30.0,76375360.722575
228,5.0,45.0,30.0,3830567.67770679
229,6.0,45.0,30.0,283721.345337204
230,7.0,45.0,30.0,30341.1210520848
231,8.0,45.0,30.0,4276.69204028732
232,9.0,45.0,30.0,710.71725808588
233,10.0,45.0,30.0,115.992690415201
234,12.0,45.0,30.0,-11.0340979216696
235,15.0,45.0,30.0,-6.36549115702819
236,20.0,45.0,30.0,-1.52862705500454
237,30.0,45.0,30.0,-0.379664860383447
238,1.0,60.0,30.0,20000687392347.2
239,2.0,60.0,30.0,5383166376.46939
240,3.0,60.0,30.0,105703375.865674
241,4.0,60.0,30.0,6573817.30847736
242,5.0,60.0,30.0,546938.527766396
243,6.0,60.0,30.0,60796.4550819086
244,7.0,60.0,30.0,8676.97170668248
245,8.0,60.0,30.0,1468.99946571994
246,9.0,60.0,30.0,259.228362213113
247,10.0,60.0,30.0,31.8773365308988
248,12.0,60.0,30.0,-14.1431310025837
249,15.0,60.0,30.0,-6.10740329033248
250,20.0,60.0,30.0,-1.49318539887131
251,30.0,60.0,30.0,-0.33508361617624
252,1.0,75.0,30.0,20000226096048.8
253,2.0,75.0,30.0,4959329019.14329
254,3.0,75.0,30.0,47968734.3129836
255,4.0,75.0,30.0,2346286.62386934
256,5.0,75.0,30.0,223664.67167519
257,6.0,75.0,30.0,29723.8633762598
258,7.0,75.0,30.0,4873.72811771849
259,8.0,75.0,30.0,896.073946901274
260,9.0,75.0,30.0,157.720749256014
261,10.0,75.0,30.0,11.7826769057542
262,12.0,75.0,30.0,-14.9246374202363
263,15.0,75.0,30.0,-6.04385772081802
264,20.0,75.0,30.0,-1.48806377647144
265,30.0,75.0,30.0,-0.410789929155382
266,1.0,90.0,30.0,20000191832013.0
267,2.0,90.0,30.0,5050722359.08255
268,3.0,90.0,30.0,76266372.2846746
269,4.0,90.0,30.0,5604616.34197829
270,5.0,90.0,30.0,542495.542569043
271,6.0,90.0,30.0,65049.0912282718
272,7.0,90.0,30.0,9609.10919574802
273,8.0,90.0,30.0,1656.44374689933
274,9.0,90.0,30.0,298.814062916512
275,10.0,90.0,30.0,40.5268721712392
276,12.0,90.0,30.0,-13.9360038782538
277,15.0,90.0,30.0,-6.22175186155466
278,20.0,90.0,30.0,-1.51634323982793
279,30.0,90.0,30.0,-0.343543049571706
280,1.0,105.0,30.0,20000436330402.8
281,2.0,105.0,30.0,6647535707.11179
282,3.0,105.0,30.0,770680971.385347
283,4.0,105.0,30.0,65385382.7663371
284,5.0,105.0,30.0,4258634.28253314
285,6.0,105.0,30.0,346475.878634579
286,7.0,105.0,30.0,38113.7024471746
287,8.0,105.0,30.0,5405.82285149167
288,9.0,105.0,30.0,904.769296990958
289,10.0,105.0,30.0,153.682595330248
290,12.0,105.0,30.0,-9.72202954308335
291,15.0,105.0,30.0,-6.57976966655569
292,20.0,105.0,30.0,-1.56981898788958
293,30.0,105.0,30.0,-0.385908300428806
294,1.0,120.0,30.0,20001111991297.5
295,2.0,120.0,30.0,33604504013.9173
296,3.0,120.0,30.0,37984866529.5731
297,4.0,120.0,30.0,1839832673.33983
298,5.0,120.0,30.0,50463821.0484114
299,6.0,120.0,30.0,2211403.2844262
300,7.0,120.0,30.0,162083.685829696
301,8.0,120.0,30.0,17673.4002510237
302,9.0,120.0,30.0,2538.02072670201
303,10.0,120.0,30.0,422.189563463736
304,12.0,120.0,30.0,-0.1244735687309
305,15.0,120.0,30.0,-6.96260512002375
306,20.0,120.0,30.0,-1.63178285828634
307,30.0,120.0,30.0,-0.350250351906448
308,1.0,135.0,30.0,20002151632776.3
309,2.0,135.0,30.0,411873216544.652
310,3.0,135.0,30.0,5315809289790.82
311,4.0,135.0,30.0,67748837585.9825
312,5.0,135.0,30.0,467591387.212929
313,6.0,135.0,30.0,9876256.15822627
314,7.0,135.0,30.0,484277.426269038
315,8.0,135.0,30.0,41573.7306587432
316,9.0,135.0,30.0,5169.06805798196
317,10.0,135.0,30.0,803.552688224917
318,12.0,135.0,30.0,12.3374991011061
319,15.0,135.0,30.0,-7.20193935294118
320,20.0,135.0,30.0,-1.67775348264973
321,30.0,135.0,30.0,-0.354466403512237
322,1.0,150.0,30.0,20002612071302.6
323,2.0,150.0,30.0,1099607654989.86
324,3.0,150.0,30.0,70458111118990.9
325,4.0,150.0,30.0,313928922623.655
326,5.0,150.0,30.0,1027708268.99915
327,6.0,150.0,30.0,16035728.6128414
328,7.0,150.0,30.0,679311.873771449
329,8.0,150.0,30.0,53756.0445930454
330,9.0,150.0,30.0,6369.30363493492
331,10.0,150.0,30.0,965.416017923275
332,12.0,150.0,30.0,17.4392303788277
333,15.0,150.0,30.0,-7.21372918892888
334,20.0,150.0,30.0,-1.68338050613633
335,30.0,150.0,30.0,-0.357501629932416
336,1.0,165.0,30.0,20001872873625.2
337,2.0,165.0,30.0,222639783449.859
338,3.0,165.0,30.0,1374364245994.0
339,4.0,165.0,30.0,27384932881.0324
340,5.0,165.0,30.0,280541284.648578
341,6.0,165.0,30.0,7119323.77051958
342,7.0,165.0,30.0,383546.630523659
343,8.0,165.0,30.0,34750.7818661351
344,9.0,165.0,30.0,4463.1450669751
345,10.0,165.0,30.0,706.162993920173
346,12.0,165.0,30.0,9.77441871551506
347,15.0,165.0,30.0,-6.97912327127577
348,20.0,165.0,30.0,-1.63809894624981
349,30.0,165.0,30.0,-0.398534309556485
350,1.0,175.0,30.0,20001166892966.1
351,2.0,175.0,30.0,39664740056.0861
352,3.0,175.0,30.0,51448819093.9604
353,4.0,175.0,30.0,2346177222.2007
354,5.0,175.0,30.0,59556562.1048017
355,6.0,175.0,30.0,2486688.52735889
356,7.0,175.0,30.0,177019.431775123
357,8.0,175.0,30.0,18953.6835742522
358,9.0,175.0,30.0,2693.34067496538
359,10.0,175.0,30.0,447.338250507872
360,12.0,175.0,30.0,1.58482926971823
361,15.0,175.0,30.0,-6.68616130390191
362,20.0,175.0,30.0,-1.58349396277945
363,30.0,175.0,30.0,-0.359557790284714
364,1.0,5.0,45.0,20035343967691.6
365,2.0,5.0,45.0,1051063849563520.0
366,3.0,5.0,45.0,1.30188712197445e+18
367,4.0,5.0,45.0,590692499530.98
368,5.0,5.0,45.0,771964092.46197
369,6.0,5.0,45.0,10799843.2419631
370,7.0,5.0,45.0,462725.648221595
371,8.0,5.0,45.0,37753.3426732873
372,9.0,5.0,45.0,4595.10570506172
373,10.0,5.0,45.0,704.908460599127
374,12.0,5.0,45.0,8.77955505368131
375,15.0,5.0,45.0,-6.95369986985617
376,20.0,5.0,45.0,-1.62654467252525
377,30.0,5.0,45.0,-0.358538215883549
378,1.0,15.0,45.0,20025393014644.2
379,2.0,15.0,45.0,55987384405837.2
380,3.0,15.0,45.0,274778537584243.0
381,4.0,15.0,45.0,92484426965.7397
382,5.0,15.0,45.0,334331703.671834
383,6.0,15.0,45.0,6505798.958481
384,7.0,15.0,45.0,324553.403787871
385,8.0,15.0,45.0,28790.6786808042
386,9.0,15.0,45.0,3679.42040402098
387,10.0,15.0,45.0,577.909984483597
388,12.0,15.0,45.0,4.77625501353745
389,15.0,15.0,45.0,-6.8953808434848
390,20.0,15.0,45.0,-1.61527302801955
391,30.0,15.0,45.0,-0.39370094756617
392,1.0,30.0,45.0,20009547887291.0
393,2.0,30.0,45.0,407639341551.985
394,3.0,30.0,45.0,150773092491.56
395,4.0,30.0,45.0,2113003126.37596
396,5.0,30.0,45.0,39206400.8431257
397,6.0,30.0,45.0,1573526.19099204
398,7.0,30.0,45.0,114873.845196852
399,8.0,30.0,45.0,12733.0238882665
400,9.0,30.0,45.0,1854.7625280322
401,10.0,30.0,45.0,306.748408790019
402,12.0,30.0,45.0,-4.1378291812034
403,15.0,30.0,45.0,-6.64524504569061
404,20.0,30.0,45.0,-1.57068677130706
405,30.0,30.0,45.0,-0.346862760111322
406,1.0,45.0,45.0,20002629604435.2
407,2.0,45.0,45.0,13668217025.454
408,3.0,45.0,45.0,1626339274.51321
409,4.0,45.0,45.0,76368869.2072308
410,5.0,45.0,45.0,3829522.9591341
411,6.0,45.0,45.0,283530.020871233
412,7.0,45.0,45.0,30302.434441793
413,8.0,45.0,45.0,4268.61459694037
414,9.0,45.0,45.0,709.250905641836
415,10.0,45.0,45.0,115.953949052775
416,12.0,45.0,45.0,-10.8300260635359
417,15.0,45.0,45.0,-6.29046279318882
418,20.0,45.0,45.0,-1.51442174649529
419,30.0,45.0,45.0,-0.378300594621147
420,1.0,60.0,45.0,20000682554985.3
421,2.0,60.0,45.0,5381577234.72633
422,3.0,60.0,45.0,105450886.862243
423,4.0,60.0,45.0,6539291.0466896
424,5.0,60.0,45.0,541886.256326546
425,6.0,60.0,45.0,59955.4655477545
426,7.0,60.0,45.0,8518.51432830881
427,8.0,60.0,45.0,1436.51785366268
428,9.0,60.0,45.0,252.568181026853
429,10.0,60.0,45.0,30.8226934269578
430,12.0,60.0,45.0,-13.8555649549934
431,15.0,60.0,45.0,-5.98182561932819
432,20.0,60.0,45.0,-1.47068351388069
433,30.0,60.0,45.0,-0.334057605129617
434,1.0,75.0,45.0,20000210171182.6
435,2.0,75.0,45.0,4949060401.73843
436,3.0,75.0,45.0,46011048.8756628
437,4.0,75.0,45.0,2098780.64996965
438,5.0,75.0,45.0,192790.495937972
439,6.0,75.0,45.0,25350.2689405627
440,7.0,75.0,45.0,4152.08024682327
441,8.0,75.0,45.0,760.491413852687
442,9.0,75.0,45.0,130.192475151399
443,10.0,75.0,45.0,6.35208336916267
444,12.0,75.0,45.0,-14.6845703543815
445,15.0,75.0,45.0,-5.84992205561215
446,20.0,75.0,45.0,-1.45518412213612
447,30.0,75.0,45.0,-0.369586814771084
448,1.0,90.0,45.0,20000137744423.4
449,2.0,90.0,45.0,4957493573.87062
450,3.0,90.0,45.0,52019224.9000684
451,4.0,90.0,45.0,2940554.73813938
452,5.0,90.0,45.0,289303.665329734
453,6.0,90.0,45.0,37475.4715917724
454,7.0,90.0,45.0,5939.80508024852
455,8.0,90.0,45.0,1068.52263864875
456,9.0,90.0,45.0,190.315554653684
457,10.0,90.0,45.0,19.0031031066395
458,12.0,90.0,45.0,-14.2736235755305
459,15.0,90.0,45.0,-5.94926399916484
460,20.0,90.0,45.0,-1.47162182704096
461,30.0,90.0,45.0,-0.379449298997037
462,1.0,105.0,45.0,20000260603219.0
463,2.0,105.0,45.0,5392838317.70103
464,3.0,105.0,45.0,190595052.259419
465,4.0,105.0,45.0,16841429.5912326
466,5.0,105.0,45.0,1410309.67030876
467,6.0,105.0,45.0,142982.537570596
468,7.0,105.0,45.0,18474.5602017998
469,8.0,105.0,45.0,2915.89109249356
470,9.0,105.0,45.0,513.480400055903
471,10.0,105.0,45.0,82.4693326903936
472,12.0,105.0,45.0,-11.9893229086391
473,15.0,105.0,45.0,-6.24422355540867
474,20.0,105.0,45.0,-1.51411772862926
475,30.0,105.0,45.0,-0.343819757468656
476,1.0,120.0,45.0,20000638728862.4
477,2.0,120.0,45.0,10095168710.9784
478,3.0,120.0,45.0,3151207478.0365
479,4.0,120.0,45.0,229043883.205647
480,5.0,120.0,45.0,11229277.491343
481,6.0,120.0,45.0,732058.699247098
482,7.0,120.0,45.0,69085.6935547445
483,8.0,120.0,45.0,8852.96230805968
484,9.0,120.0,45.0,1400.19299167881
485,10.0,120.0,45.0,239.680500896885
486,12.0,120.0,45.0,-6.21553086283579
487,15.0,120.0,45.0,-6.61602383705095
488,20.0,120.0,45.0,-1.57031796976259
489,30.0,120.0,45.0,-0.346167715178408
490,1.0,135.0,45.0,20001296802006.1
491,2.0,135.0,45.0,54965568198.5495
492,3.0,135.0,45.0,93230105177.1139
493,4.0,135.0,45.0,3750216160.44528
494,5.0,135.0,45.0,81494684.0926806
495,6.0,135.0,45.0,3097903.63977731
496,7.0,135.0,45.0,208680.718692474
497,8.0,135.0,45.0,21597.9806114113
498,9.0,135.0,45.0,3005.65454636269
499,10.0,135.0,45.0,493.93040026555
500,12.0,135.0,45.0,2.64081655197245
501,15.0,135.0,45.0,-6.90786479103694
502,20.0,135.0,45.0,-1.62030911291676
503,30.0,135.0,45.0,-0.389072332146403
504,1.0,150.0,45.0,20001797823633.9
505,2.0,150.0,45.0,186945273984.576
506,3.0,150.0,45.0,959283445804.729
507,4.0,150.0,45.0,21287185487.77
508,5.0,150.0,45.0,241948553.133453
509,6.0,150.0,45.0,6463355.88021218
510,7.0,150.0,45.0,357781.722846302
511,8.0,150.0,45.0,32931.9781647912
512,9.0,150.0,45.0,4269.62785414778
513,10.0,150.0,45.0,678.58928117433
514,12.0,150.0,45.0,8.7705548416393
515,15.0,150.0,45.0,-7.00659018265704
516,20.0,150.0,45.0,-1.6408795982994
517,30.0,150.0,45.0,-0.354648467253898
518,1.0,165.0,45.0,20001554415823.5
519,2.0,165.0,45.0,105233197559.06
520,3.0,165.0,45.0,311002191961.197
521,4.0,165.0,45.0,9399292325.90583
522,5.0,165.0,45.0,147080544.275486
523,6.0,165.0,45.0,4641611.90531131
524,7.0,165.0,45.0,281277.758656257
525,8.0,165.0,45.0,27309.9263795044
526,9.0,165.0,45.0,3656.95213274181
527,10.0,165.0,45.0,590.84328094968
528,12.0,165.0,45.0,6.16341773155207
529,15.0,165.0,45.0,-6.87138632918445
530,20.0,165.0,45.0,-1.6171503303675
531,30.0,165.0,45.0,-0.397329231864933
532,1.0,175.0,45.0,20001100070507.9
533,2.0,175.0,45.0,33311617695.5988
534,3.0,175.0,45.0,37380402912.4859
535,4.0,175.0,45.0,1816203162.54486
536,5.0,175.0,45.0,50016798.9952912
537,6.0,175.0,45.0,2197195.04128889
538,7.0,175.0,45.0,161253.789717077
539,8.0,175.0,45.0,17595.574506642
540,9.0,175.0,45.0,2529.27434350665
541,10.0,175.0,45.0,422.146210116726
542,12.0,175.0,45.0,0.759014595787122
543,15.0,175.0,45.0,-6.65037752070197
544,20.0,175.0,45.0,-1.57699221706251
545,30.0,175.0,45.0,-0.359195069901393
546,1.0,5.0,60.0,20035343922083.6
547,2.0,5.0,60.0,1051063849558580.0
548,3.0,5.0,60.0,1.30188712197446e+18
549,4.0,5.0,60.0,590692499440.75
550,5.0,5.0,60.0,771964076.462351
551,6.0,5.0,60.0,10799840.0782479
552,7.0,5.0,60.0,462725.018510969
553,8.0,5.0,60.0,37753.2499426024
554,9.0,5.0,60.0,4595.12244686361
555,10.0,5.0,60.0,704.939607647213
556,12.0,5.0,60.0,8.7985366391901
557,15.0,5.0,60.0,-6.94727141035795
558,20.0,5.0,60.0,-1.62522482031546
559,30.0,5.0,60.0,-0.35849061056195
560,1.0,15.0,60.0,20025392841261.7
561,2.0,15.0,60.0,55987384385479.4
562,3.0,15.0,60.0,274778537581710.0
563,4.0,15.0,60.0,92484426588.0782
564,5.0,15.0,60.0,334331637.263188
565,6.0,15.0,60.0,6505785.85791749
566,7.0,15.0,60.0,324550.743406576
567,8.0,15.0,60.0,28790.2338194978
568,9.0,15.0,60.0,3679.44056361458
569,10.0,15.0,60.0,578.003577773832
570,12.0,15.0,60.0,4.83811947839267
571,15.0,15.0,60.0,-6.87439358309257
572,20.0,15.0,60.0,-1.61106247837202
573,30.0,15.0,60.0,-0.393650516495504
574,1.0,30.0,60.0,20009547330032.6
575,2.0,30.0,60.0,407639263175.147
576,3.0,30.0,60.0,150773082327.124
577,4.0,30.0,60.0,2113001627.56633
578,5.0,30.0,60.0,39206143.4294454
579,6.0,30.0,60.0,1573476.18133063
580,7.0,30.0,60.0,114863.50735306
581,8.0,30.0,60.0,12731.0327914215
582,9.0,30.0,60.0,1854.57972843691
583,10.0,30.0,60.0,306.912053251375
584,12.0,30.0,60.0,-3.99484141364462
585,15.0,30.0,60.0,-6.59620004380098
586,20.0,30.0,60.0,-1.56136303645107
587,30.0,30.0,60.0,-0.347296253531602
588,1.0,45.0,60.0,20002628058727.8
589,2.0,45.0,60.0,13667932674.7554
590,3.0,45.0,60.0,1626300041.08994
591,4.0,45.0,60.0,76363200.0343834
592,5.0,45.0,60.0,3828591.13738979
593,6.0,45.0,60.0,283355.871825555
594,7.0,45.0,60.0,30266.8035724401
595,8.0,45.0,60.0,4261.24322586944
596,9.0,45.0,60.0,708.02456795856
597,10.0,45.0,60.0,116.031671718662
598,12.0,45.0,60.0,-10.5819148653749
599,15.0,45.0,60.0,-6.20203613094185
600,20.0,45.0,60.0,-1.49857407166084
601,30.0,45.0,60.0,-0.379162535256609
602,1.0,60.0,60.0,20000678204384.0
603,2.0,60.0,60.0,5380398213.65112
604,3.0,60.0,60.0,105272331.303528
605,4.0,60.0,60.0,6514391.71857686
606,5.0,60.0,60.0,538090.623488922
607,6.0,60.0,60.0,59296.8765366386
608,7.0,60.0,60.0,8390.33639396174
609,8.0,60.0,60.0,1409.85588469789
610,9.0,60.0,60.0,247.241470407737
611,10.0,60.0,60.0,30.1545401790191
612,12.0,60.0,60.0,-13.4939419709967
613,15.0,60.0,60.0,-5.8378679862009
614,20.0,60.0,60.0,-1.44615129002521
615,30.0,60.0,60.0,-0.334572553343071
616,1.0,75.0,60.0,20000197304410.8
617,2.0,75.0,60.0,4942993845.04968
618,3.0,75.0,60.0,44950389.4552179
619,4.0,75.0,60.0,1959521.58326492
620,5.0,75.0,60.0,174041.330526201
621,6.0,75.0,60.0,22481.7524981361
622,7.0,75.0,60.0,3647.4688621752
623,8.0,75.0,60.0,661.340840361099
624,9.0,75.0,60.0,109.741675493955
625,10.0,75.0,60.0,2.52553042854081
626,12.0,75.0,60.0,-14.2899985875321
627,15.0,75.0,60.0,-5.63151406097676
628,20.0,75.0,60.0,-1.41946003428129
