-2.87386867901212E+00  6.62958742355634E-01  -2.54041147593822E+00
-3.44999694152172E+00  -1.81631523480315E+00  -2.20936218991992E+00
-3.45916122130682E+00  1.90028897709558E+00  -3.24919401346328E-01
-4.22212012526655E+00  -2.08721850986626E+00  2.69467920230509E-01
-4.18551082295838E+00  1.82159915385879E-01  1.37538122970837E+00
-4.55740402770203E+00  -4.50286275006503E+00  1.57108560231161E+00
-5.71793174147764E+00  -5.72051363002455E+00  4.39735821291946E-01
-5.46262999478823E+00  -4.17806821985110E+00  3.35439659836894E+00
-2.73130857274773E+00  -5.33637673153755E+00  1.86759429862414E+00
-2.77903945820422E+00  4.55049462709741E+00  2.52259886975562E-01
-4.61317514401347E+00  5.49122335368971E-01  3.29329380242593E+00
-2.10544482706870E+00  1.62356028257401E+00  -4.11573988104412E+00
-3.21804956288082E+00  -3.38658987981136E+00  -3.42387744931197E+00
-9.78885058202019E-03  4.79337140178631E+00  1.01518955258015E+00
-4.03967713695457E+00  5.17198121317452E+00  1.72135045414428E+00
-3.20460747740007E+00  5.62678285301533E+00  -1.41701256489005E+00
3.84633136702643E-01  3.72422926951693E+00  2.69682053033703E+00
4.02546462778518E-01  6.75430720584689E+00  1.37125684386696E+00
1.23078696778017E+00  4.09762537796495E+00  -4.32322540211382E-01
4.12014958395030E+00  -6.19916629744758E-01  2.37554271210572E-02
5.52521842116158E+00  -2.72262032796369E+00  -6.74501590469483E-01
1.64035889930203E+00  -1.43744612264863E+00  9.12473386100841E-01
5.27455308566606E+00  7.70676998083422E-01  1.94894238870647E+00
3.65344267111418E+00  9.68830734621776E-01  -2.10576606609012E+00
