num,grad_rho,rho,type,x,y,z
1,"['1.2044837350E-11', '-3.2874536426E-12', '-2.3223097056E-11']",119.52297674,NACP,-2.38723336227484,0.939006706160811,-2.21317681959013
2,"['1.4439921481E-11', '-1.0483740612E-11', '1.4542186899E-12']",119.49888823,NACP,-3.00032708090976,-1.55116126962414,-2.3262920461759
3,"['-8.0249945578E-11', '-6.5015063194E-09', '1.9664110444E-09']",193.76714286,NACP,-3.04857466841861,1.7995477965249,0.153087599129591
4,"['2.9600960051E-10', '8.0862255759E-10', '9.0722050011E-10']",193.73640048,NACP,-3.88311180222581,-2.21793001317641,0.0384146384761888
5,"['-3.6984165730E-12', '-8.8793555841E-13', '-1.6657817486E-11']",119.54551322,NACP,-3.86805117358499,-0.164947628900652,1.50803549895642
6,"['-3.7350078759E-11', '2.8193688486E-11', '-1.8346181779E-12']",119.37369648,NACP,-4.31626325316731,-4.80993534193937,0.895251274321273
7,"['9.8879877810E-13', '7.7094257492E-13', '1.0059750613E-12']",0.4314943239,NACP,-5.56479223803689,-5.7495661044744,-0.397060305669998
8,"['3.1747364916E-14', '2.5385560489E-15', '-6.0016261027E-14']",0.43185402801,NACP,-5.15999333003244,-4.76731858318517,2.73657184461909
9,"['-8.3689186223E-14', '4.7182201722E-14', '-4.8350944559E-15']",0.42646209061,NACP,-2.53290632885651,-5.77370834134025,0.979813952515901
10,"['1.7359756970E-11', '1.9184558700E-11', '9.9995174901E-12']",119.39069768,NACP,-2.45078181044146,4.3154640073332,1.24433641017951
11,"['-8.0480327264E-16', '-6.2233204701E-17', '-8.6803936435E-17']",0.42333187482,NACP,-4.34336365446689,-0.122546783664623,3.44875546447324
12,"['-3.5906065447E-16', '3.6469172951E-16', '2.3646178331E-15']",0.42323080495,NACP,-1.52538151356962,2.11247121335067,-3.57643059682838
13,"['-1.5133293924E-15', '7.1703168576E-15', '4.7871862724E-15']",0.42259242559,NACP,-2.69720732619293,-2.90287205749518,-3.76629241323076
14,"['-4.2146988651E-12', '3.1431676100E-11', '3.5506819820E-12']",119.36125511,NACP,-0.471625833366338,5.72698055554251,-0.288450893138498
15,"['-3.3108715422E-14', '1.5371926822E-14', '-7.9500316920E-14']",0.43509665546,NACP,-1.7472271216221,3.95349753580196,3.11236895768558
16,"['4.2822191106E-15', '-7.2658892791E-15', '2.7495367094E-16']",0.43760091678,NACP,-4.19107591639707,5.36195028528204,1.37410744148348
17,"['-4.9655971609E-14', '2.9424460915E-14', '7.0465145221E-15']",0.41887188329,NACP,1.20052966353563,4.59813281055429,-0.519826411246031
18,"['-7.7256858680E-16', '-4.0711113950E-15', '-1.0583359039E-15']",0.42847892348,NACP,0.0155633329537004,7.42537380940751,0.71740876849279
19,"['3.3430560837E-15', '-6.1357982497E-15', '7.2117122048E-15']",0.43227515581,NACP,-1.18407900933556,6.2811568628897,-2.11346418991608
20,"['-1.0828378171E-09', '3.3884987210E-10', '4.2303472086E-11']",66.853653068,NACP,3.79708269886956,-0.689021037207761,0.107328551010333
21,"['3.2088970370E-11', '1.4029923057E-10', '4.6921858760E-11']",425.87720839,NACP,2.95857628856941,-2.93205645096547,-1.09012767560844
22,"['-1.0894359373E-10', '4.2774729071E-12', '-3.1532270892E-10']",425.8597207,NACP,1.95676112192909,-0.100944618249548,2.04921874516732
23,"['1.4168761661E-10', '-5.0637947828E-11', '1.3269987019E-10']",425.89322986,NACP,6.17620035212751,-0.954844310538846,1.14409790829028
24,"['1.5379400531E-10', '7.1872010080E-11', '-7.1303041596E-11']",425.87289458,NACP,3.70541400621315,1.32905988079436,-1.66746042510644
25,"['-1.3357370765E-16', '-1.6132928327E-16', '3.9898639947E-17']",0.3417403056,BCP,-2.68368631072146,-0.309558651617983,-2.27858657743055
26,"['1.9732479539E-17', '-1.0679391399E-17', '4.5536491244E-18']",0.0030656893386,RCP,0.410830584256986,-0.795544479727791,-0.822117776068919
27,"['-6.6786853825E-17', '3.7730235602E-17', '2.9490299092E-17']",0.29834317783,BCP,-2.58647005712761,1.22286044200025,-1.43612049199191
28,"['-6.5729756707E-18', '-3.7491372311E-17', '-2.4801124696E-18']",0.053753413424,RCP,-3.21309621811867,-0.248855819255525,-0.560517935231882
29,"['4.0766001685E-17', '-7.9038338374E-17', '1.4766833589E-16']",0.29418640903,BCP,-3.2823558281605,-1.77994981062553,-1.55880804039149
30,"['-9.1072982489E-16', '-1.5135462328E-15', '8.3700407716E-16']",0.34175244288,BCP,-3.58023290426196,0.49960551876068,1.06126807801535
31,"['4.5102810375E-17', '1.3465790982E-16', '1.4549993155E-16']",0.33780529154,BCP,-3.86691417160339,-0.860789377626006,1.02625050789035
32,"['-4.9182121049E-17', '-9.9974451731E-17', '6.1935049103E-17']",0.24447184366,BCP,-4.18070263525121,-3.9748390849487,0.623953541220819
33,"['-4.6235259545E-15', '-3.2382814963E-15', '-4.8558433750E-15']",0.28879700104,BCP,-5.12991223363282,-5.41292623454828,0.0467766939478802
34,"['8.2799164660E-17', '1.8510168645E-16', '3.6970023532E-16']",0.28843811066,BCP,-4.86447853634431,-4.76769750649803,2.09052048630085
35,"['6.4819026882E-16', '-5.1754390704E-16', '-1.5449880958E-16']",0.29020885653,BCP,-3.13430125581762,-5.4422317917501,0.947657383737055
36,"['7.8244702384E-15', '-1.8662914096E-14', '5.5723546437E-14']",0.0034595937256,RCP,0.627982166704229,0.67129423999305,-0.864553955870449
37,"['-4.7664238008E-17', '-5.6974824164E-17', '-4.3110588883E-17']",0.23056723578,BCP,-2.63817084897348,3.51065944426209,0.895061782489881
38,"['-1.2576745201E-17', '7.2844833464E-19', '-4.7704895589E-18']",0.0078282345927,BCP,-0.553993445126783,0.703944886518986,1.17595948473133
39,"['-8.8340793014E-15', '1.2936158221E-15', '5.6475006963E-14']",0.2992042814,BCP,-4.192313423726,-0.136563176823763,2.81435217809437
40,"['-4.3435849535E-18', '-3.0506738628E-17', '3.6839156942E-17']",0.29796848072,BCP,-1.81479665264171,1.73541750513452,-3.12500555974257
41,"['3.2522595728E-14', '-5.4928392564E-14', '-5.1463174000E-14']",0.29481207317,BCP,-2.80724532538688,-2.45930807222292,-3.28230691125271
42,"['-1.9082901492E-13', '5.3895256313E-14', '-4.5902084217E-14']",0.28885818204,BCP,-3.57929227553855,4.98580420074719,1.32239355025694
43,"['-3.5656698948E-17', '1.0102731368E-16', '4.8653572490E-18']",0.25614430072,BCP,-1.39226576512573,5.05942772377761,0.399472388372799
44,"['-4.6349642874E-18', '-5.4210108624E-20', '1.5178830415E-18']",0.0027873371748,CCP,0.612220368491116,1.84744001861159,-0.365389741016758
45,"['1.8590814652E-15', '-8.4529822378E-16', '4.0568676890E-15']",0.29207842433,BCP,-1.99634153470619,4.06995989621296,2.46502580745477
46,"['-5.6031568274E-16', '3.0097452308E-16', '-4.0241518885E-16']",0.0045713270239,BCP,0.742932388105905,1.20447868142497,-2.06550805213933
47,"['-1.6019791830E-13', '4.9386840104E-13', '2.0957481627E-13']",0.0036594135426,RCP,0.66027713238952,2.24642311451849,-1.69451613237918
48,"['-1.0695654432E-16', '-1.5436328431E-16', '6.2477150189E-18']",0.28668337517,BCP,0.633370263453144,4.97326969656197,-0.439996186196042
49,"['3.0046905617E-18', '-3.1350806960E-18', '-2.3293406049E-20']",0.0033181195539,RCP,0.487970375082776,2.39002875496354,0.7953861696639
50,"['3.8434967015E-17', '4.1741783641E-17', '8.8457344748E-17']",0.27919847073,BCP,-0.933278192268196,6.07071334147801,-1.44182040668136
51,"['-5.8729876431E-17', '-1.3259453756E-17', '-1.0176084422E-16']",0.27994661844,BCP,-0.170302211743496,6.81150600536413,0.361542240430764
52,"['-4.7227846633E-16', '-1.0842021725E-18', '-8.3266726847E-17']",0.0044787841011,BCP,0.147758708863868,-2.03021445744713,-1.69129513243159
53,"['-1.2279597573E-15', '-6.7713169056E-16', '-1.3563165890E-15']",0.011798078134,BCP,2.13911271919907,3.25970486126773,-0.986279238267683
54,"['4.1904413967E-16', '1.3708042405E-16', '1.0148132334E-16']",0.14652826209,BCP,3.51649150430322,-1.4304306206282,-0.289137416090082
55,"['1.2883201721E-16', '-2.8799120207E-17', '-2.5223285917E-16']",0.13193813808,BCP,3.18757345551531,-0.494135472939985,0.745258762159008
56,"['5.2437776885E-16', '-7.0148727593E-17', '2.5418950527E-16']",0.1641830571,BCP,4.58761621032333,-0.776688696551294,0.453122290355885
57,"['2.9109134265E-17', '-4.8123190899E-17', '5.5660652546E-17']",0.14335581804,BCP,3.76306713900885,-0.0209545929104129,-0.47891601549895
