num,grad_rho,rho,type,x,y,z
1,"['-1.6431592198E-11', '-1.2188930421E-12', '-2.8437967259E-11']",119.52633453,NACP,-2.1448319825901,0.926933406024275,-2.15807094591119
2,"['-1.9815373301E-11', '-1.0160058125E-11', '3.7970178651E-11']",119.49829864,NACP,-2.77324431732977,-1.55694890060105,-2.32058800452453
3,"['8.5670505412E-11', '-2.5461206060E-11', '-4.2641862263E-12']",193.77088568,NACP,-2.84126761155158,1.75584346166315,0.209243117416669
4,"['1.5770067543E-10', '7.1316623830E-10', '9.3267171677E-10']",193.73812298,NACP,-3.74074281776273,-2.24460674494133,0.00332021177366791
5,"['-1.6449425155E-11', '-7.8657913516E-13', '-1.6502285649E-11']",119.54080844,NACP,-3.73654994794375,-0.217149308252735,1.50719057148631
6,"['-2.4954089359E-11', '-4.6285852755E-11', '-6.3105664899E-12']",119.37301656,NACP,-4.26833975886468,-4.83659686833058,0.80005859471359
7,"['3.2292970507E-09', '3.0519397849E-09', '4.4307831870E-09']",0.43141621597,NACP,-5.30958950533004,-5.78507793782123,-0.65780070197664
8,"['9.4638550740E-15', '-1.5333769682E-15', '-8.7931457725E-15']",0.43206849294,NACP,-5.37484251042622,-4.79913261383608,2.49732540605003
9,"['-5.9307105667E-14', '2.9001703383E-14', '-1.1627404226E-14']",0.42675385834,NACP,-2.50957163099637,-5.7910777333555,1.13746245790382
10,"['2.1438183910E-11', '4.9826281556E-11', '1.1539426858E-11']",119.39014537,NACP,-2.04742502827311,4.16071176866853,1.42073131310013
11,"['-2.9567819547E-15', '-4.1321655299E-17', '1.5256892971E-15']",0.42343325002,NACP,-4.26369606574018,-0.198312398564425,3.43497052302374
12,"['3.2867588859E-16', '1.2813914426E-15', '8.1532003371E-16']",0.42366886496,NACP,-1.21275243755938,2.09974541162064,-3.47220865400411
13,"['-3.2415476553E-15', '9.4112543279E-15', '8.3430441375E-15']",0.42306270711,NACP,-2.46217057901768,-2.88670753415992,-3.77842829061286
14,"['-4.1055782324E-09', '-1.8503377125E-09', '3.4046779278E-09']",119.35893141,NACP,-0.922719735447546,6.01608346598725,-0.457409778890922
15,"['-3.6234036604E-16', '2.9360194831E-16', '-1.2114332974E-15']",0.43061562669,NACP,-0.651782935049689,3.63984518611845,2.7977261518802
16,"['-1.1397675338E-15', '-2.9999874113E-15', '-9.4973399804E-16']",0.43800996491,NACP,-3.68411052382783,4.93241340807558,2.34858369791433
17,"['-2.8682053477E-14', '1.0340683252E-14', '1.2809062621E-14']",0.42423488623,NACP,0.785172000566266,5.26591381646263,-1.26123285920548
18,"['-9.4973198634E-16', '-5.5541219842E-15', '-2.5187577654E-15']",0.42828777864,NACP,-0.449707921030102,7.72392520710003,0.538816265066255
19,"['1.2662155349E-09', '-5.1551829700E-10', '1.4673162324E-09']",0.4313008022,NACP,-2.23830115981285,6.49986448309655,-1.93470234312647
20,"['-1.2082886180E-09', '3.9011364329E-10', '2.4332701625E-11']",66.853645731,NACP,3.64586432649296,-0.686518934329923,0.110431143867215
21,"['1.4600376463E-10', '1.7929632085E-10', '2.3884220990E-11']",425.87627582,NACP,2.75789159819299,-2.94141382895328,-1.02855290430429
22,"['5.1517123900E-11', '7.3541658874E-12', '-7.8514928933E-12']",425.85762508,NACP,1.97630172214916,-0.123331736444276,2.19629422580985
23,"['2.0224714178E-10', '-2.4547963922E-11', '6.2779679025E-11']",425.89396399,NACP,6.10751651569674,-0.91612701910334,0.942147501746547
24,"['6.8563446587E-11', '3.1725795602E-11', '-1.2298330063E-10']",425.86934183,NACP,3.38627836211609,1.3337179262718,-1.65561134503587
25,"['-4.6490589156E-16', '3.5561831258E-17', '3.8510861167E-16']",0.34170803584,BCP,-2.44780157951339,-0.317104533138136,-2.24726082793547
26,"['1.7087026238E-16', '3.5382937899E-16', '-1.6913553891E-17']",0.0048339333449,RCP,0.519318684875182,0.61188759931097,-0.4490740350483
27,"['1.1059295840E-13', '-1.6653302001E-13', '-4.8106007025E-13']",0.29841983381,BCP,-2.35311608283469,1.19842590110768,-1.37910625265067
28,"['1.6737371038E-17', '-3.8243537569E-17', '-1.5996725429E-16']",0.053803253919,RCP,-3.0187886337997,-0.280126053168678,-0.542070417690651
29,"['2.8675933156E-13', '2.2466902470E-13', '-6.9893353258E-13']",0.29392699717,BCP,-3.08154012462869,-1.79271092088003,-1.56679797995593
30,"['-1.7347234760E-17', '5.2909066017E-17', '-1.4224732503E-16']",0.34160900064,BCP,-3.41811338961378,0.448977776603568,1.08082165066839
31,"['-9.6277152917E-17', '-9.1072982489E-17', '1.9515639105E-18']",0.33766995715,BCP,-3.73380724875696,-0.904263270542214,1.01411831720529
32,"['1.3086320222E-16', '2.4232596181E-16', '-4.3151246465E-17']",0.24532494458,BCP,-4.10298555522493,-4.00086745447533,0.547334996516072
33,"['-9.5244179297E-14', '-9.9138972314E-14', '-1.2269189571E-13']",0.28893796254,BCP,-4.94628847972981,-5.44529572896736,-0.156404710593305
34,"['-1.5827318839E-16', '9.0397897230E-17', '-1.8869183559E-16']",0.28823990354,BCP,-4.98578194013179,-4.79827490475898,1.90150399724654
35,"['8.5651971626E-18', '5.4860629928E-17', '3.8936410519E-17']",0.2899913912,BCP,-3.10328853584925,-5.46222208796996,1.02109450963191
36,"['5.1933284062E-17', '-1.0720048980E-17', '-3.8285889216E-17']",0.23011649011,BCP,-2.30114882047929,3.39304378334429,1.03110512602481
37,"['-6.8304736867E-18', '2.5546513689E-18', '5.4210108624E-18']",0.0090360490068,BCP,-0.450416338615262,0.687301290426189,1.27787051797758
38,"['1.8388068845E-16', '1.5097515252E-17', '3.3910320298E-15']",0.2989558047,BCP,-4.09550545308857,-0.204643262956577,2.803510200562
39,"['9.9812627781E-14', '5.5051503720E-14', '-1.1037769006E-13']",0.29896774228,BCP,-1.52554035230675,1.72471460961593,-3.03893362572473
40,"['-1.2229800506E-16', '-7.3292066860E-17', '-4.7704895589E-18']",0.29496428277,BCP,-2.57530486427935,-2.44997004405852,-3.28806463325727
41,"['-1.0107089861E-13', '-1.7670385283E-13', '1.7798479704E-13']",0.25791193431,BCP,-1.46328102393707,5.13163282944017,0.402232005868402
42,"['-7.1828393927E-18', '1.4636729329E-18', '-3.0577889396E-18']",0.0076279061711,RCP,-0.217082429816287,1.5552611550958,1.73345467768578
43,"['6.1474263180E-17', '-1.3931997916E-16', '-1.4907779872E-16']",0.28860350268,BCP,-3.10823222096032,4.65140172044708,2.01299882199176
44,"['4.3905027183E-13', '-1.3444177412E-13', '3.7730680125E-13']",0.29413288066,BCP,-1.12597134955161,3.81213579122069,2.33556962244078
