-3.15099039307454E+00  -5.81638282336720E-01  -2.38588327505422E+00
-3.04631367212439E+00  1.07106855414946E+00  -1.81411961199924E+00
-3.69489165775157E+00  -1.91644211883055E+00  -1.40176721953554E+00
-3.92664733202027E+00  7.65218085876518E-01  8.12365999666865E-01
-4.18971066714075E+00  -5.85176843476344E-01  1.01611134500217E+00
-4.45381554951910E+00  -3.72522778491343E+00  1.15662001597726E+00
-5.31413228411613E+00  -5.28811531304851E+00  8.25379405853850E-01
-5.14599213030256E+00  -4.27747463145298E+00  2.72638655402946E+00
-3.34553919302736E+00  -5.05100672498080E+00  1.76332843481806E+00
-2.99305591661464E+00  3.70395954409355E+00  7.32952065184625E-02
-4.47706809229662E+00  4.29321096510808E-01  2.66724750410965E+00
-2.36473396117040E+00  1.31525414481412E+00  -3.59262266848503E+00
-6.72903566199148E-01  -1.21922407052967E+00  -7.79576005827502E-01
-3.30290632275162E+00  -2.86838921487152E+00  -3.01261682852843E+00
-1.27392341587108E+00  4.66717040453296E+00  6.67045691551202E-01
-3.59444973670064E+00  4.93875369988847E+00  1.20421033717425E+00
-3.05488947915240E+00  5.23971562177883E+00  -8.37402211099355E-01
2.27585093562425E-01  4.10422455185981E+00  2.10258731392830E+00
7.96624887676037E-01  4.33689237198244E+00  5.04630219778865E-02
2.39560763415776E-01  6.04569170953278E+00  1.24016389704222E+00
4.84554682018852E-01  7.40871568858072E-01  -2.31285046496320E+00
9.06772095912410E-01  1.51510556821979E+00  1.31577546077690E+00
4.58485739816524E+00  -1.31944578369569E+00  -2.08758307792349E-01
3.30173289381034E+00  -8.86829920465399E-01  3.15480066481834E-01
4.50024015546934E+00  -1.57043829973278E-01  6.63078988602376E-01
2.16738397371086E+00  2.79982858799922E+00  -1.05472620601410E+00
3.96217198572956E+00  -9.38419716359595E-02  -6.78937233524086E-01
