num,grad_rho,rho,type,x,y,z
1,"['1.4494294653E-11', '-1.7721935031E-13', '-6.9146771642E-12']",119.53316645,NACP,1.09691996644295,-0.617675200366871,-2.04449212933453
2,"['-9.6538610439E-12', '1.9282825336E-11', '-1.2420675599E-11']",119.52034402,NACP,1.61529377588369,1.89747325614499,-2.20478770046999
3,"['2.1405037465E-11', '3.2593388058E-11', '5.0563719878E-14']",193.77822494,NACP,2.13409867933377,-1.43605001714074,0.223878695876744
4,"['-1.5737555495E-09', '-8.9618802657E-10', '3.2997145814E-09']",193.72129647,NACP,3.07981088913305,2.53815460626941,-0.147467850190524
5,"['-9.3971393167E-12', '6.7322970115E-13', '1.0462235245E-11']",119.54122501,NACP,3.33449536336094,0.491292529949911,1.31147276029061
6,"['4.0030854933E-11', '4.4800771708E-11', '-7.4755779908E-12']",119.37059185,NACP,3.67141191799725,5.11664924753861,0.62764497010195
7,"['-1.2991452532E-15', '-3.4331871655E-15', '1.2357194261E-15']",0.43195928681,NACP,4.30949533995899,6.16909699576868,-0.983334140861228
8,"['-9.2219526286E-16', '-3.8752096150E-16', '-1.2264732144E-15']",0.43262696901,NACP,5.14378406912344,5.07182026492366,2.02020029671506
9,"['1.3944628872E-14', '-8.7138412805E-15', '-6.1851701061E-15']",0.42808559999,NACP,2.00568581726317,5.97454521544615,1.40985830989656
10,"['-1.2211885352E-11', '-3.3223202116E-11', '-8.1886276392E-12']",119.38683237,NACP,2.01369632374176,-3.99120783366059,1.33816625653589
11,"['-2.6744203857E-11', '1.3677320452E-12', '-5.5688926669E-11']",0.42515942548,NACP,4.21868634286821,0.446726797893701,3.1027927785284
12,"['4.8409581118E-10', '5.2340119381E-10', '5.4965064011E-10']",0.42794937216,NACP,0.0732113614006492,-1.8046945813335,-3.26289269222867
13,"['9.0726037794E-16', '9.3170913693E-16', '3.6093090322E-16']",0.42575048106,NACP,1.05033032561048,3.24888436172734,-3.55992072421408
14,"['2.5642823834E-10', '9.2888153831E-10', '1.1981535954E-09']",119.3652412,NACP,2.21227592054129,-6.06236030536966,-0.643978288234219
15,"['1.2971177951E-13', '9.0270130780E-15', '-6.7700917572E-14']",0.43172971232,NACP,0.253905688337734,-4.11010189844607,2.33072926993577
16,"['-6.9790327346E-09', '7.9220158531E-10', '-6.2330392737E-09']",0.43960544901,NACP,3.55000618524353,-4.10163468521475,2.66421021918173
17,"['1.0653962411E-15', '6.7070948676E-16', '3.5275830583E-16']",0.4297683376,NACP,0.594797254952935,-6.04670280072023,-1.87076313777218
18,"['-2.2005492453E-16', '1.5480682464E-14', '-6.8634164920E-15']",0.42895490332,NACP,2.26235820937063,-7.86779409944019,0.290732722311095
19,"['-4.9859069781E-16', '-3.6844984529E-15', '1.2427667402E-16']",0.43103757424,NACP,3.90439885254573,-5.87016656246925,-1.75897341863275
20,"['1.9559177823E-09', '-5.5694816771E-10', '-5.5772051972E-10']",66.859381921,NACP,-2.96308266820374,0.359883132857154,0.164557359957333
21,"['-2.6344837423E-10', '-1.3448742120E-11', '2.3038241453E-10']",425.90058639,NACP,-3.11157539708529,1.5108505577918,-2.24048726823653
22,"['-1.6681541044E-10', '-1.0482632123E-10', '1.4396690090E-10']",425.85193678,NACP,-1.29322188340751,1.58445340403372,1.83913501099702
23,"['-6.1324593407E-11', '3.5966020093E-11', '6.1938655593E-11']",425.89409955,NACP,-5.38134334139559,0.64699103394284,1.27753096587014
24,"['1.2380102499E-10', '1.2959475160E-10', '1.6382173396E-12']",425.87750171,NACP,-2.59834800076196,-2.29207022631987,-0.0279501570222009
25,"['4.9055155554E-13', '-3.1433792472E-13', '-1.7901045229E-13']",0.018313731807,RCP,0.0293930307427403,0.197642705895864,0.329296943694776
26,"['-1.5612511284E-17', '-6.5919492087E-17', '1.4745149546E-17']",0.34029561616,BCP,1.33796126349113,0.638015912492098,-2.12721213475316
27,"['-1.0755285551E-16', '-5.0849081890E-17', '5.0957502107E-17']",0.28977601045,BCP,1.42698206381785,-0.891583053403975,-1.30524500935756
28,"['1.7631837830E-17', '-3.5727849715E-17', '1.9651164376E-17']",0.053279015968,RCP,2.23165157487069,0.579778956756681,-0.56410016225261
29,"['-7.9797279895E-17', '5.0957502107E-17', '7.1123662515E-17']",0.29620028438,BCP,2.07324700826412,2.12025683362714,-1.52698369895725
30,"['-1.6263032587E-17', '1.3351949754E-16', '6.0498481225E-17']",0.34296978726,BCP,2.93677743823336,-0.163857705515415,0.949655730141226
31,"['2.4175540042E-15', '-2.8074466580E-15', '-1.8214596498E-16']",0.014949761483,CCP,0.706026781092485,1.03005444869545,0.377075762307796
32,"['1.0581813203E-16', '-2.1163626407E-16', '3.4694469520E-17']",0.33842883189,BCP,3.23956915358347,1.18953891701659,0.839326939645302
33,"['1.0907073855E-14', '-5.7099507414E-16', '-4.4651782272E-15']",0.017492076421,RCP,0.472093533793604,1.89059212043397,0.206811410312054
