,Radius,cart.coords.,mull.charges
0,1,"{0: {'elem.': 'B', 'idx.': '1', 'x': '0.0002982052', 'y': '-0.0000009822', 'z': '-0.0002613411'}, 1: {'elem.': 'F', 'idx.': '2', 'x': '0.0001589726', 'y': '0.0000012360', 'z': '1.4126808891'}, 2: {'elem.': 'F', 'idx.': '3', 'x': '1.3325174204', 'y': '0.0000012188', 'z': '-0.4706525444'}, 3: {'elem.': 'F', 'idx.': '4', 'x': '-0.6664258474', 'y': '-1.1535103276', 'z': '-0.4709393436'}, 4: {'elem.': 'F', 'idx.': '5', 'x': '-0.6664233513', 'y': '1.1535084419', 'z': '-0.4709375575'}}","{0: {'elem.': 'B', 'idx.': '1', 'pop.': 4.216275, 'charge': 0.783725}, 1: {'elem.': 'F', 'idx.': '2', 'pop.': 9.445874, 'charge': -0.445874}, 2: {'elem.': 'F', 'idx.': '3', 'pop.': 9.445884, 'charge': -0.445884}, 3: {'elem.': 'F', 'idx.': '4', 'pop.': 9.446004, 'charge': -0.446004}, 4: {'elem.': 'F', 'idx.': '5', 'pop.': 9.445962, 'charge': -0.445962}}"
