,Radius,Theta,Phi,"[('OPT', 'INT.EN.')-('OPT', 'COUL.EN.')]",LMP,Coulomb,Delta.Ener.
1071,10.0,90.0,135.0,0.017140738606227446,-0.163581671918674,-1.4399645352219879,0.18072241052490146
1072,12.0,90.0,135.0,0.026177879933044323,-0.0208297688693935,-1.1999704460183234,0.047007648802437824
1073,15.0,90.0,135.0,0.025076593590731444,0.00960391970385057,-0.9599763568146586,0.015472673886880874
1074,20.0,90.0,135.0,0.022264987301275907,0.0137440790507363,-0.7199822676109939,0.008520908250539607
1075,30.0,90.0,135.0,0.01777684338771074,0.0140295916980057,-0.4799881784073293,0.0037472516897050397
1076,4.0,90.0,150.0,-1.2588869272753356,1971.1234151418698,-3.59991133805497,1972.3823020691452
1077,4.5,90.0,150.0,-1.1133000128591877,351.970012612634,-3.1999211893821955,353.0833126254932
1078,5.0,90.0,150.0,-0.8761311711386326,58.8524766277427,-2.8799290704439757,59.728607798881335
1079,15.0,90.0,150.0,0.0011859684724364605,0.00986425249406518,-0.9599763568146586,0.00867828402162872
1080,20.0,90.0,150.0,0.003740889468855757,0.0137599306760133,-0.7199822676109939,0.010019041207157542
1081,4.0,90.0,180.0,-1.2185436085069914,1968.97483534251,-3.59991133805497,1970.193378951017
1082,4.5,90.0,180.0,-1.2430035117248635,351.759976159774,-3.1999211893821955,353.00297967149885
1083,5.0,90.0,180.0,-0.983488228931999,59.07668627634621,-2.8799290704439757,60.060174505278205
1084,5.5,90.0,180.0,-0.8116799502509047,4.50469335732918,-2.618117336767251,5.3163733075800845
1085,6.0,90.0,180.0,-0.5724464011808625,-4.0189837224294,-2.3999408920366467,3.4465373212485377
1086,7.0,90.0,180.0,-0.4161287067707613,-2.6824676426081497,-2.0570921931742685,2.266338935837388
1087,8.0,90.0,180.0,-0.10689101529059264,-1.03248463551686,-1.799955669027485,0.9255936202262673
1088,9.0,90.0,180.0,-0.04476354889799672,-0.38653869834649296,-1.5999605946910977,0.34177514944849624
1089,10.0,90.0,180.0,-0.024786964039595905,-0.147377268168449,-1.4399645352219879,0.1225903041288531
1090,12.0,90.0,180.0,0.009645294217430544,-0.0174043680473049,-1.1999704460183234,0.027049662264735444
1091,15.0,90.0,180.0,0.016329292529254746,0.010050464673531,-0.9599763568146586,0.006278827855723746
1092,20.0,90.0,180.0,-0.0007739257950110101,0.0137716362085633,-0.7199822676109939,0.01454556200357431
1093,30.0,90.0,180.0,-0.0017129635963479273,0.0140321112267054,-0.4799881784073293,0.015745074823053325
1094,4.0,90.0,210.0,-1.272565004561678,1971.1234151418698,-3.59991133805497,1972.3959801464316
1095,4.5,90.0,210.0,-1.1795164696019458,351.970012612634,-3.1999211893821955,353.1495290822359
1096,5.0,90.0,210.0,-0.9196186626661449,58.8524766277427,-2.8799290704439757,59.77209529040885
1097,5.5,90.0,210.0,-0.6860861102417635,4.25232902352266,-2.618117336767251,4.9384151337644235
1098,6.0,90.0,210.0,-0.4283281002620718,-4.21240402434068,-2.3999408920366467,3.784075924078608
1099,7.0,90.0,210.0,-0.3311881061810935,-2.7694276623668506,-2.0570921931742685,2.4382395561857573
1100,8.0,90.0,210.0,-0.0371429690789169,-1.06861020166892,-1.799955669027485,1.0314672325900032
1101,9.0,90.0,210.0,-0.012906282747966236,-0.40169758284464396,-1.5999605946910977,0.3887913000966777
1102,10.0,90.0,210.0,-0.006728770790382033,-0.15396211462258302,-1.4399645352219879,0.147233343832201
