Atom,A    Atom,B     Area_IAS(A|B),0.0004     Area_IAS(A|B),0.001     Area_IAS(A|B),0.002
C1        C2           4.9123841886E+01         3.7645444645E+01        2.9602227566E+01
C1        N3           4.6611125237E+01         3.8686497636E+01        3.1611981664E+01
C1        F21          1.7631453687E+01         9.2579652482E+00        2.4764398853E+00
C1        H12          4.1068986248E+01         3.1638719298E+01        2.5066707013E+01
C2        C1           4.9123841886E+01         3.7645444645E+01        2.9602227566E+01
C2        N4           4.5985423660E+01         3.5968637253E+01        2.9486804678E+01
C2        H13          4.0180010657E+01         3.0877185961E+01        2.4371520616E+01
N3        C1           4.6611125237E+01         3.8686497636E+01        3.1611981664E+01
N3        C5           4.8669112710E+01         3.8330068764E+01        3.0956695650E+01
N3        C10          7.3106829903E+01         5.7342377855E+01        4.4419657024E+01
N4        C2           4.5985423660E+01         3.5968637253E+01        2.9486804678E+01
N4        C5           4.3894536127E+01         3.5847299272E+01        2.9839313140E+01
N4        C6           6.0201828196E+01         4.6865269419E+01        3.7035786571E+01
C5        N3           4.8669112710E+01         3.8330068764E+01        3.0956695650E+01
C5        N4           4.3894536127E+01         3.5847299272E+01        2.9839313140E+01
C5        H11          4.3216606933E+01         3.2885743869E+01        2.5253640791E+01
C6        N4           6.0201828196E+01         4.6865269419E+01        3.7035786571E+01
C6        H7           4.0379130082E+01         3.1435941797E+01        2.5113082849E+01
C6        H8           4.2600295939E+01         3.3312600297E+01        2.6631695370E+01
C6        H9           3.8770169671E+01         3.0205618879E+01        2.4287663949E+01
H7        C6           4.0379130082E+01         3.1435941797E+01        2.5113082849E+01
H8        C6           4.2600295939E+01         3.3312600297E+01        2.6631695370E+01
H9        C6           3.8770169671E+01         3.0205618879E+01        2.4287663949E+01
C10       N3           7.3106829903E+01         5.7342377855E+01        4.4419657024E+01
C10       H15          4.3091764570E+01         3.3513254295E+01        2.6599275167E+01
C10       C14          6.6597578871E+01         5.2297836683E+01        4.0667338237E+01
C10       H16          4.4318256378E+01         3.4619702689E+01        2.7549359529E+01
H11       C5           4.3216606933E+01         3.2885743869E+01        2.5253640791E+01
H12       C1           4.1068986248E+01         3.1638719298E+01        2.5066707013E+01
H13       C2           4.0180010657E+01         3.0877185961E+01        2.4371520616E+01
C14       C10          6.6597578871E+01         5.2297836683E+01        4.0667338237E+01
C14       H17          4.6746560652E+01         3.5699895107E+01        2.7934227714E+01
C14       H19          4.5687851570E+01         3.5010984750E+01        2.7044476388E+01
C14       H18          4.0655155186E+01         3.1736390498E+01        2.5579035943E+01
H15       C10          4.3091764570E+01         3.3513254295E+01        2.6599275167E+01
H16       C10          4.4318256378E+01         3.4619702689E+01        2.7549359529E+01
H17       C14          4.6746560652E+01         3.5699895107E+01        2.7934227714E+01
H18       C14          4.0655155186E+01         3.1736390498E+01        2.5579035943E+01
H19       C14          4.5687851570E+01         3.5010984750E+01        2.7044476388E+01
H19       F21          3.1717952800E+01         2.1072866805E+01        1.2742614906E+01
B20       F21          5.7708060668E+01         4.5044948103E+01        3.5833618634E+01
B20       F22          5.0500367547E+01         4.1215548466E+01        3.4539097409E+01
B20       F23          5.7448252845E+01         4.5016181374E+01        3.5918859938E+01
B20       F24          5.0596938395E+01         4.1269797847E+01        3.4579350106E+01
F21       C1           1.7631453687E+01         9.2579652482E+00        2.4764398853E+00
F21       H19          3.1717952800E+01         2.1072866805E+01        1.2742614906E+01
F21       B20          5.7708060668E+01         4.5044948103E+01        3.5833618634E+01
F22       B20          5.0500367547E+01         4.1215548466E+01        3.4539097409E+01
F23       B20          5.7448252845E+01         4.5016181374E+01        3.5918859938E+01
F24       B20          5.0596938395E+01         4.1269797847E+01        3.4579350106E+01
