Atom,A    Atom,B     Area_IAS(A|B),0.0004     Area_IAS(A|B),0.001     Area_IAS(A|B),0.002
C1        C2           4.0153950778E+01         3.4470074774E+01        3.0211680442E+01
C1        N3           8.9639150036E+01         7.5365754903E+01        6.4184325780E+01
C1        F24          1.8772616238E+01         1.6236907176E+01        1.4123434292E+01
C1        H12          4.9313215776E+01         4.0419370190E+01        3.3572386465E+01
C2        C1           4.0153950778E+01         3.4470074774E+01        3.0211680442E+01
C2        N4           4.9940932595E+01         3.9242206433E+01        3.1289708020E+01
C2        H13          4.2163731213E+01         3.2097306122E+01        2.5016610480E+01
C2        F21          2.6704331834E+01         1.8842206168E+01        1.3060164718E+01
N3        C1           4.9162775307E+01         4.3105677393E+01        3.8302463040E+01
N3        C5           5.2020600046E+01         4.2296889229E+01        3.4642560921E+01
N3        F22          2.2462388794E+01         1.8809157627E+01        1.5843394479E+01
N3        C10          6.4678141133E+01         5.3685314901E+01        4.5109008600E+01
N4        C2           4.9940932595E+01         3.9242206433E+01        3.1289708020E+01
N4        C5           4.5814635435E+01         3.7790701096E+01        3.1499786028E+01
N4        C6           6.4972764781E+01         4.8634966552E+01        3.7272795445E+01
C5        N3           5.2020600046E+01         4.2296889229E+01        3.4642560921E+01
C5        N4           4.5814635435E+01         3.7790701096E+01        3.1499786028E+01
C5        H11          4.2427955662E+01         3.2287891706E+01        2.5069247343E+01
C6        N4           6.4972764781E+01         4.8634966552E+01        3.7272795445E+01
C6        H7           4.1147152078E+01         3.2050130193E+01        2.5559981167E+01
C6        H8           4.2756114880E+01         3.3356297426E+01        2.6634882094E+01
C6        H9           4.2941414874E+01         3.1570900262E+01        2.4343744326E+01
H7        C6           4.1147152078E+01         3.2050130193E+01        2.5559981167E+01
H8        C6           4.2756114880E+01         3.3356297426E+01        2.6634882094E+01
H9        C6           4.2941414874E+01         3.1570900262E+01        2.4343744326E+01
C10       N3           6.4678141133E+01         5.3685314901E+01        4.5109008600E+01
C10       C14          6.5918524116E+01         5.3854553611E+01        4.4504273008E+01
C10       H16          4.3271116572E+01         3.3611626598E+01        2.6719487216E+01
C10       H15          3.6421135241E+01         3.0101971357E+01        2.5198672824E+01
H11       C5           4.2427955662E+01         3.2287891706E+01        2.5069247343E+01
H12       C1           4.9450666071E+01         4.0541053375E+01        3.3697528903E+01
H13       C2           4.2163731213E+01         3.2097306122E+01        2.5016610480E+01
C14       C10          6.5918524110E+01         5.3854553605E+01        4.4504273002E+01
C14       H19          4.5038173709E+01         3.5296512784E+01        2.8199309404E+01
C14       H18          4.0910648195E+01         3.1950435387E+01        2.5732914382E+01
C14       H17          4.0204599815E+01         3.3773553961E+01        2.8677927975E+01
H15       C10          3.6421135241E+01         3.0101971357E+01        2.5198672824E+01
H15       F22          1.5138379121E+01         1.1723457268E+01        8.8313206227E+00
H16       C10          4.3271116572E+01         3.3611626598E+01        2.6719487216E+01
H17       C14          4.0204599815E+01         3.3773553961E+01        2.8677927975E+01
H17       F24          1.5604452358E+01         1.1907186992E+01        8.7871392582E+00
H18       C14          4.0910648195E+01         3.1950435387E+01        2.5732914382E+01
H19       C14          4.5038173709E+01         3.5296512784E+01        2.8199309404E+01
B20       F21          4.7091991347E+01         4.0345586656E+01        3.5103267164E+01
B20       F22          4.6537528994E+01         4.0494308913E+01        3.5652411568E+01
B20       F23          4.9663254578E+01         4.0670917293E+01        3.4174482942E+01
B20       F24          4.6292721806E+01         4.0143658487E+01        3.5243506811E+01
F21       C2           2.6704331834E+01         1.8842206168E+01        1.3060164718E+01
F21       B20          4.7091991347E+01         4.0345586657E+01        3.5103267165E+01
F22       N3           2.2462388794E+01         1.8809157627E+01        1.5843394479E+01
F22       H15          1.5138379121E+01         1.1723457268E+01        8.8313206227E+00
F22       B20          4.6537528992E+01         4.0494308913E+01        3.5652411569E+01
F23       B20          4.9663254578E+01         4.0670917293E+01        3.4174482942E+01
F24       C1           1.8772616238E+01         1.6236907176E+01        1.4123434292E+01
F24       H17          1.5604452358E+01         1.1907186992E+01        8.7871392582E+00
F24       B20          4.6292721808E+01         4.0143658486E+01        3.5243506807E+01
