Atom,A    Atom,B     Area_IAS(A|B),0.0004     Area_IAS(A|B),0.001     Area_IAS(A|B),0.002
C1        C2           4.2643119494E+01         3.4975802775E+01        2.9309694051E+01
C1        N3           4.9634319168E+01         3.9958553105E+01        3.2404120288E+01
C1        H12          4.1974284312E+01         3.2394728954E+01        2.5317501369E+01
C2        C1           4.2643119494E+01         3.4975802775E+01        2.9309694051E+01
C2        N4           4.3905876077E+01         3.5607939240E+01        2.9398151815E+01
C2        H13          3.9852179772E+01         3.0628065879E+01        2.4201039012E+01
N3        C1           4.9634319168E+01         3.9958553105E+01        3.2404120288E+01
N3        C5           4.5006277213E+01         3.6362480117E+01        3.0037005776E+01
N3        C10          7.2838794608E+01         5.6396423345E+01        4.3876642635E+01
N4        C2           4.3905876077E+01         3.5607939240E+01        2.9398151815E+01
N4        C5           4.3450069962E+01         3.5681521671E+01        2.9803892331E+01
N4        C6           5.9964563029E+01         4.6711247356E+01        3.6933765843E+01
C5        N3           4.5006277213E+01         3.6362480117E+01        3.0037005776E+01
C5        N4           4.3450069962E+01         3.5681521671E+01        2.9803892331E+01
C5        H11          4.2008778074E+01         3.2275718309E+01        2.5270322712E+01
C6        N4           5.9964563029E+01         4.6711247356E+01        3.6933765843E+01
C6        H7           3.9885912881E+01         3.1068954943E+01        2.4864820027E+01
C6        H8           4.2368135048E+01         3.3141641884E+01        2.6528059021E+01
C6        H9           3.8818244679E+01         3.0287683552E+01        2.4337605481E+01
H7        C6           3.9885912881E+01         3.1068954943E+01        2.4864820027E+01
H8        C6           4.2368135048E+01         3.3141641884E+01        2.6528059021E+01
H9        C6           3.8818244679E+01         3.0287683552E+01        2.4337605481E+01
C10       N3           7.2838794608E+01         5.6396423345E+01        4.3876642635E+01
C10       C14          6.6437719820E+01         5.1453144359E+01        4.0189758522E+01
C10       H15          4.4282729798E+01         3.4540800315E+01        2.7466137294E+01
C10       H16          4.2360614211E+01         3.3013167763E+01        2.6218203260E+01
H11       C5           4.2008778074E+01         3.2275718309E+01        2.5270322712E+01
H12       C1           4.1974284312E+01         3.2394728954E+01        2.5317501369E+01
H13       C2           3.9852179772E+01         3.0628065879E+01        2.4201039012E+01
C14       C10          6.6437719820E+01         5.1453144359E+01        4.0189758522E+01
C14       H17          4.2973411336E+01         3.3222661398E+01        2.6362787602E+01
C14       H18          4.0117464949E+01         3.1382575609E+01        2.5314044552E+01
C14       H19          4.6246296748E+01         3.6013693926E+01        2.8375562621E+01
H15       C10          4.4282729798E+01         3.4540800315E+01        2.7466137294E+01
H16       C10          4.2360614211E+01         3.3013167763E+01        2.6218203260E+01
H17       C14          4.2973411336E+01         3.3222661398E+01        2.6362787602E+01
H17       F21          0.0000000000E+00         0.0000000000E+00        0.0000000000E+00
H18       C14          4.0117464949E+01         3.1382575609E+01        2.5314044552E+01
H19       C14          4.6246296748E+01         3.6013693926E+01        2.8375562621E+01
B20       F24          5.0779524995E+01         4.1392298894E+01        3.4654585860E+01
B20       F21          5.1108130347E+01         4.1554370123E+01        3.4731270745E+01
B20       F22          5.0843091280E+01         4.1432732911E+01        3.4686623622E+01
B20       F23          5.0848912240E+01         4.1427932219E+01        3.4685714368E+01
F21       B20          5.1108130347E+01         4.1554370123E+01        3.4731270745E+01
F21       H17          0.0000000000E+00         0.0000000000E+00        0.0000000000E+00
F22       B20          5.0843091280E+01         4.1432732911E+01        3.4686623622E+01
F23       B20          5.0848912240E+01         4.1427932219E+01        3.4685714368E+01
F24       B20          5.0779524995E+01         4.1392298894E+01        3.4654585860E+01
