,label,idx,value
0,R_LIST,0,"[3.0, 4.0, 5.0,6.0,7.0,8.0,9.0,10.0,12.0,15.0,20.0,30.0]"
1,T_LIST,0,"[5.0,90.0, 175.0]"
2,P_LIST,0,"[0.0,90.0, 180.0, 270.0]"
3,pair_coeff_eps,1,0.047913000977516995
4,pair_coeff_eps,2,4.962049853372401
5,pair_coeff_eps,3,0.35871163245357
6,pair_coeff_eps,4,2.7278181818182006
7,pair_coeff_sig,1,0.63929618768328
8,pair_coeff_sig,2,2.2458455522972
9,pair_coeff_sig,3,0.5
10,pair_coeff_sig,4,2.9701857282502
11,lj.exp.n,0,7.206256109481901
12,lj.exp.m,0,12.0
