,Radius,Theta,Phi,"[('OPT', 'INT.EN.')-('OPT', 'COUL.EN.')]",LMP,Coulomb,Delta.Ener.
57,5.0,5.0,90.0,-0.961667962330782,-0.06585877487766499,-2.8799290704439757,0.895809187453117
58,5.5,5.0,90.0,-0.7593296108634688,-0.0236922380312365,-2.618117336767251,0.7356373728322323
59,6.0,5.0,90.0,-0.5688487696844016,-0.0050086633534898,-2.3999408920366467,0.5638401063309118
60,7.0,5.0,90.0,-0.18331923324450194,0.00837468406339689,-2.0570921931742685,0.19169391730789884
61,8.0,5.0,90.0,-0.06324238949176308,0.012060131361088001,-1.799955669027485,0.07530252085285108
62,9.0,5.0,90.0,-0.026703206670784407,0.0132548851277792,-1.5999605946910977,0.039958091798563605
63,10.0,5.0,90.0,0.00634845362209413,0.0136944221448724,-1.4399645352219879,0.00734596852277827
64,12.0,5.0,90.0,0.016296028827930575,0.0139523835689525,-1.1999704460183234,0.002343645258978075
65,15.0,5.0,90.0,0.018146702925087355,0.0140184983096358,-0.9599763568146586,0.004128204615451554
66,20.0,5.0,90.0,0.01789478658114374,0.0140307180093369,-0.7199822676109939,0.0038640685718068397
67,30.0,5.0,90.0,0.017020997524968107,0.0140321112208688,-0.4799881784073293,0.002988886304099306
68,3.5,5.0,120.0,0.28343628852113306,-0.56130903033977,-4.114184386348537,0.8447453188609031
69,4.0,5.0,120.0,-0.9904652804586191,-0.523234601081884,-3.59991133805497,0.4672306793767351
70,4.5,5.0,120.0,-1.117722147570083,-0.172127930239066,-3.1999211893821955,0.9455942173310169
71,5.0,5.0,120.0,-0.9911449721409276,-0.0658582554380386,-2.8799290704439757,0.925286716702889
72,5.5,5.0,120.0,-0.7274082110474187,-0.0236919275889877,-2.618117336767251,0.703716283458431
73,6.0,5.0,120.0,-0.5265016968420748,-0.0050084730396387205,-2.3999408920366467,0.5214932238024361
74,7.0,5.0,120.0,-0.16357073058671023,0.008374760642646391,-2.0570921931742685,0.17194549122935662
75,8.0,5.0,120.0,-0.05506991869887434,0.0120601647206899,-1.799955669027485,0.06713008341956424
76,9.0,5.0,120.0,-0.02121307247617321,0.013254900675549,-1.5999605946910977,0.03446797315172221
77,10.0,5.0,120.0,-0.006883262558519787,0.0136944298233947,-1.4399645352219879,0.020577692381914488
78,12.0,5.0,120.0,-0.0005709900295423065,0.0139523857316172,-1.1999704460183234,0.014523375761159507
79,15.0,5.0,120.0,0.0016480068980618823,0.0140184987368338,-0.9599763568146586,0.012370491838771917
80,20.0,5.0,120.0,0.0007573240704784601,0.0140307180572343,-0.7199822676109939,0.01327339398675584
81,3.5,5.0,135.0,0.20098513009111607,-0.5613078879642609,-4.114184386348537,0.762293018055377
82,4.0,5.0,135.0,-1.036894720948553,-0.523233976094563,-3.59991133805497,0.51366074485399
83,4.5,5.0,135.0,-1.118491874983,-0.17212757718084398,-3.1999211893821955,0.946364297802156
84,5.0,5.0,135.0,-0.9841386349610515,-0.0658580499350366,-2.8799290704439757,0.9182805850260148
85,5.5,5.0,135.0,-0.7167912653105297,-0.0236918046170435,-2.618117336767251,0.6930994606934863
86,6.0,5.0,135.0,-0.5098875517633776,-0.00500839755623411,-2.3999408920366467,0.5048791542071436
87,7.0,5.0,135.0,-0.1584818393927847,0.00837479109313553,-2.0570921931742685,0.16685663048592023
88,8.0,5.0,135.0,-0.05143241111024399,0.0120601780175709,-1.799955669027485,0.06349258912781489
89,9.0,5.0,135.0,-0.02124292720562626,0.0132549068865986,-1.5999605946910977,0.03449783409222486
90,10.0,5.0,135.0,-0.007995321145306988,0.0136944328970876,-1.4399645352219879,0.021689754042394586
91,12.0,5.0,135.0,0.0011845075053740217,0.0139523866004045,-1.1999704460183234,0.012767879095030478
92,15.0,5.0,135.0,0.0007425656448867279,0.0140184989091751,-0.9599763568146586,0.013275933264288373
93,20.0,5.0,135.0,-0.0003024854854604131,0.0140307180766546,-0.7199822676109939,0.014333203562115013
94,30.0,5.0,135.0,-0.0005230085078022362,0.0140321112208688,-0.4799881784073293,0.014555119728671037
95,3.5,5.0,150.0,0.1462787131524625,-0.561307033027995,-4.114184386348537,0.7075857461804576
96,4.0,5.0,150.0,-1.0629511263540576,-0.523233508191946,-3.59991133805497,0.5397176181621116
97,4.5,5.0,150.0,-1.1734771097450323,-0.172127312725636,-3.1999211893821955,1.0013497970193963
98,5.0,5.0,150.0,-0.9828997975274092,-0.0658578959137197,-2.8799290704439757,0.9170419016136895
99,5.5,5.0,150.0,-0.7115744133405291,-0.0236917123930882,-2.618117336767251,0.6878827009474409
100,6.0,5.0,150.0,-0.5090844299663808,-0.00500834090995929,-2.3999408920366467,0.5040760890564215
101,7.0,5.0,150.0,-0.15582151237914887,0.008374813974086109,-2.0570921931742685,0.16419632635323497
102,8.0,5.0,150.0,-0.05035779413099495,0.0120601880212891,-1.799955669027485,0.06241798215228405
103,9.0,5.0,150.0,-0.01970612218156753,0.0132549115646985,-1.5999605946910977,0.03296103374626603
104,10.0,5.0,150.0,-0.00841977176476627,0.0136944352145701,-1.4399645352219879,0.022114206979336373
105,12.0,5.0,150.0,0.0016354611102180616,0.0139523872566342,-1.1999704460183234,0.012316926146416139
