,Coordinates,Coordinates,Coordinates,Results
,Radius,Theta,Phi,Int.En.
610,9.0,60.0,60.0,-0.967705146133947
611,10.0,60.0,60.0,-0.870772263271816
612,12.0,60.0,60.0,-0.726040426275348
613,15.0,60.0,60.0,-0.582753147713576
614,20.0,60.0,60.0,-0.443554641165637
615,30.0,60.0,60.0,-0.299216691638555
616,1.0,75.0,60.0,7093186.16884843
617,2.0,75.0,60.0,1716.50579833643
618,3.0,75.0,60.0,9.68923504634377
619,4.0,75.0,60.0,-1.86928714213331
620,5.0,75.0,60.0,-1.72846667729001
621,6.0,75.0,60.0,-1.44540936391372
622,7.0,75.0,60.0,-1.23852928624336
623,8.0,75.0,60.0,-1.08434200523565
624,9.0,75.0,60.0,-0.964744676092722
625,10.0,75.0,60.0,-0.869126539853865
626,12.0,75.0,60.0,-0.725868785244662
627,15.0,75.0,60.0,-0.583689988012334
628,20.0,75.0,60.0,-0.44562072263612
629,30.0,75.0,60.0,-0.319751259295246
630,1.0,90.0,60.0,7093189.98133158
631,2.0,90.0,60.0,1719.55040380608
632,3.0,90.0,60.0,10.2672068205608
633,4.0,90.0,60.0,-1.82652094799116
634,5.0,90.0,60.0,-1.73965524834913
635,6.0,90.0,60.0,-1.4563685666812
636,7.0,90.0,60.0,-1.24635987836238
637,8.0,90.0,60.0,-1.09007949612834
638,9.0,90.0,60.0,-0.969171020047458
639,10.0,90.0,60.0,-0.872695918078598
640,12.0,90.0,60.0,-0.728449757555626
641,15.0,90.0,60.0,-0.585674083419429
642,20.0,90.0,60.0,-0.447601891925032
643,30.0,90.0,60.0,-0.305530541802234
644,1.0,105.0,60.0,7093208.84307195
645,2.0,105.0,60.0,1746.19205907283
646,3.0,105.0,60.0,16.4356308789723
647,4.0,105.0,60.0,-1.28192431276803
648,5.0,105.0,60.0,-1.75152572093649
649,6.0,105.0,60.0,-1.49105208996348
650,7.0,105.0,60.0,-1.27035931396703
651,8.0,105.0,60.0,-1.10623171080745
652,9.0,105.0,60.0,-0.980509470738588
653,10.0,105.0,60.0,-0.880965030148876
654,12.0,105.0,60.0,-0.733172524940657
655,15.0,105.0,60.0,-0.587782999767407
656,20.0,105.0,60.0,-0.447579287638361
657,30.0,105.0,60.0,-0.315219477063538
658,1.0,120.0,60.0,7093257.18269973
659,2.0,120.0,60.0,1949.77534630988
660,3.0,120.0,60.0,91.3580363762356
661,4.0,120.0,60.0,5.20033341436601
662,5.0,120.0,60.0,-1.45422747847368
663,6.0,120.0,60.0,-1.5308402349
664,7.0,120.0,60.0,-1.30746459980276
665,8.0,120.0,60.0,-1.13056591502753
666,9.0,120.0,60.0,-0.996869065189343
667,10.0,120.0,60.0,-0.892440824078768
668,12.0,120.0,60.0,-0.739281708295682
669,15.0,120.0,60.0,-0.590152517116751
670,20.0,120.0,60.0,-0.447097045383529
671,30.0,120.0,60.0,-0.302369739561079
672,1.0,135.0,60.0,7093350.25047178
673,2.0,135.0,60.0,3460.11477316507
674,3.0,135.0,60.0,1185.95006199963
675,4.0,135.0,60.0,76.8856325771218
676,5.0,135.0,60.0,1.16961970603019
677,6.0,135.0,60.0,-1.48791406069578
678,7.0,135.0,60.0,-1.34629176455784
679,8.0,135.0,60.0,-1.15721514995313
680,9.0,135.0,60.0,-1.01413905036532
681,10.0,135.0,60.0,-0.904204836292614
682,12.0,135.0,60.0,-0.745469271236983
683,15.0,135.0,60.0,-0.593014926220376
684,20.0,135.0,60.0,-0.448215244833609
685,30.0,135.0,60.0,-0.303646645083034
686,1.0,150.0,60.0,7093456.23451113
687,2.0,150.0,60.0,9563.96770944612
688,3.0,150.0,60.0,11037.4453840543
689,4.0,150.0,60.0,509.726559709099
690,5.0,150.0,60.0,10.5622016115127
691,6.0,150.0,60.0,-1.25562592322927
692,7.0,150.0,60.0,-1.36781605339263
693,8.0,150.0,60.0,-1.17583395506717
694,9.0,150.0,60.0,-1.02581960193347
695,10.0,150.0,60.0,-0.911918236227528
696,12.0,150.0,60.0,-0.749584348540487
697,15.0,150.0,60.0,-0.595577690714391
698,20.0,150.0,60.0,-0.450830390370563
699,30.0,150.0,60.0,-0.30612622542479
700,1.0,165.0,60.0,7093478.37460184
701,2.0,165.0,60.0,11965.6933777627
702,3.0,165.0,60.0,16950.3222764007
703,4.0,165.0,60.0,719.090001614496
704,5.0,165.0,60.0,13.950212028029
705,6.0,165.0,60.0,-1.17558341082556
706,7.0,165.0,60.0,-1.36724396125536
707,8.0,165.0,60.0,-1.17635407790786
708,9.0,165.0,60.0,-1.02564892632648
709,10.0,165.0,60.0,-0.911505969575518
710,12.0,165.0,60.0,-0.74936765669104
711,15.0,165.0,60.0,-0.596228049561078
712,20.0,165.0,60.0,-0.453170040361433
713,30.0,165.0,60.0,-0.321777722171505
714,1.0,175.0,60.0,7093427.23471397
715,2.0,175.0,60.0,7141.46781168836
716,3.0,175.0,60.0,6211.48113959502
717,4.0,175.0,60.0,318.480415866423
718,5.0,175.0,60.0,7.01483733645146
719,6.0,175.0,60.0,-1.33085851098014
720,7.0,175.0,60.0,-1.35589697233744
721,8.0,175.0,60.0,-1.1651431877498
722,9.0,175.0,60.0,-1.01793269842819
723,10.0,175.0,60.0,-0.905982280669011
724,12.0,175.0,60.0,-0.746230885401601
725,15.0,175.0,60.0,-0.594870303950131
726,20.0,175.0,60.0,-0.453396342256821
727,30.0,175.0,60.0,-0.31276875498924
728,1.0,5.0,90.0,7094216.55258661
729,2.0,5.0,90.0,31132132.2452823
730,3.0,5.0,90.0,38560901286.7436
731,4.0,5.0,90.0,17465.183739077
732,5.0,5.0,90.0,19.7787856075598
733,6.0,5.0,90.0,-1.41595611494692
734,7.0,5.0,90.0,-1.34442955781502
735,8.0,5.0,90.0,-1.14682084421416
736,9.0,5.0,90.0,-1.00242273602413
737,10.0,5.0,90.0,-0.893009318168434
738,12.0,5.0,90.0,-0.736688793461446
739,15.0,5.0,90.0,-0.58843337185081
740,20.0,5.0,90.0,-0.449732868182591
741,30.0,5.0,90.0,-0.310408108953485
742,1.0,15.0,90.0,7093922.88754184
743,2.0,15.0,90.0,1659601.90149723
744,3.0,15.0,90.0,8138144.03125075
745,4.0,15.0,90.0,2725.70136131671
746,5.0,15.0,90.0,7.22010711115837
747,6.0,15.0,90.0,-1.49192974569739
748,7.0,15.0,90.0,-1.33174757080573
749,8.0,15.0,90.0,-1.13859140552854
750,9.0,15.0,90.0,-0.997222858546661
751,10.0,15.0,90.0,-0.889429101778966
752,12.0,15.0,90.0,-0.734590435282312
753,15.0,15.0,90.0,-0.586981757663924
754,20.0,15.0,90.0,-0.448213907041706
755,30.0,15.0,90.0,-0.319139760029188
756,1.0,30.0,90.0,7093455.92013788
757,2.0,30.0,90.0,13619.7938588979
758,3.0,30.0,90.0,4459.44696607098
759,4.0,30.0,90.0,58.6889657963334
760,5.0,30.0,90.0,-0.953996009064707
761,6.0,30.0,90.0,-1.52907556834899
762,7.0,30.0,90.0,-1.29528321210691
763,8.0,30.0,90.0,-1.11586674197753
764,9.0,30.0,90.0,-0.982560299354811
765,10.0,30.0,90.0,-0.879222512441436
766,12.0,30.0,90.0,-0.728657676085256
767,15.0,30.0,90.0,-0.583158682133885
768,20.0,30.0,90.0,-0.444827672062284
769,30.0,30.0,90.0,-0.304650953142094
770,1.0,45.0,90.0,7093252.86012812
771,2.0,45.0,90.0,1970.67515739769
772,3.0,45.0,90.0,54.8924962847742
773,4.0,45.0,90.0,-0.0596023487957135
774,5.0,45.0,90.0,-1.73310883561759
775,6.0,45.0,90.0,-1.47899851699041
776,7.0,45.0,90.0,-1.25435460458152
777,8.0,45.0,90.0,-1.09015575321189
778,9.0,45.0,90.0,-0.965416228698817
779,10.0,45.0,90.0,-0.867116388294124
780,12.0,45.0,90.0,-0.721782530977949
781,15.0,45.0,90.0,-0.579356058043344
782,20.0,45.0,90.0,-0.442507171200931
783,30.0,45.0,90.0,-0.315153786762098
784,1.0,60.0,90.0,7093196.32156661
785,2.0,60.0,90.0,1728.00709603679
786,3.0,60.0,90.0,11.1774799080023
787,4.0,60.0,90.0,-1.77600015326906
788,5.0,60.0,90.0,-1.71162166194027
789,6.0,60.0,90.0,-1.42942870911407
790,7.0,60.0,90.0,-1.22252547473435
791,8.0,60.0,90.0,-1.06936711600466
792,9.0,60.0,90.0,-0.95116874515671
793,10.0,60.0,90.0,-0.856990610824788
794,12.0,60.0,90.0,-0.716328259675151
795,15.0,60.0,90.0,-0.577156016853064
796,20.0,60.0,90.0,-0.442458385178238
797,30.0,60.0,90.0,-0.303151603356969
798,1.0,75.0,90.0,7093183.04615232
799,2.0,75.0,90.0,1715.70236379834
800,3.0,75.0,90.0,9.67305047678962
801,4.0,75.0,90.0,-1.80112021050465
802,5.0,75.0,90.0,-1.67054167609849
803,6.0,75.0,90.0,-1.40120912566251
804,7.0,75.0,90.0,-1.20424906534234
805,8.0,75.0,90.0,-1.05710260938366
806,9.0,75.0,90.0,-0.942689546801658
807,10.0,75.0,90.0,-0.851035240796685
808,12.0,75.0,90.0,-0.713455596214664
809,15.0,75.0,90.0,-0.576770225490869
810,20.0,75.0,90.0,-0.444226648203052
811,30.0,75.0,90.0,-0.316397790633262
812,1.0,90.0,90.0,7093181.39495698
813,2.0,90.0,90.0,1715.0443705303
814,3.0,90.0,90.0,9.64164569163939
815,4.0,90.0,90.0,-1.78547958417703
816,5.0,90.0,90.0,-1.65967262554703
817,6.0,90.0,90.0,-1.39449131487491
818,7.0,90.0,90.0,-1.19998585797332
819,8.0,90.0,90.0,-1.05435983935487
820,9.0,90.0,90.0,-0.940939931021464
821,10.0,90.0,90.0,-0.849966160695702
822,12.0,90.0,90.0,-0.713247470085043
823,15.0,90.0,90.0,-0.577325911566731
824,20.0,90.0,90.0,-0.445636450376915
825,30.0,90.0,90.0,-0.301469465821147
826,1.0,105.0,90.0,7093185.26509221
827,2.0,105.0,90.0,1717.00766253771
828,3.0,105.0,90.0,9.92466118571094
829,4.0,105.0,90.0,-1.78296437222527
830,5.0,105.0,90.0,-1.67762531472007
831,6.0,105.0,90.0,-1.4080378776731
832,7.0,105.0,90.0,-1.20939991995921
833,8.0,105.0,90.0,-1.06111636840431
834,9.0,105.0,90.0,-0.945959076779201
835,10.0,105.0,90.0,-0.853779960656053
836,12.0,105.0,90.0,-0.715490323756595
837,15.0,105.0,90.0,-0.57816120826155
838,20.0,105.0,90.0,-0.445050047935838
839,30.0,105.0,90.0,-0.318003045116031
840,1.0,120.0,90.0,7093197.20129859
841,2.0,120.0,90.0,1727.96522570877
842,3.0,120.0,90.0,12.0513927063041
843,4.0,120.0,90.0,-1.63226434403455
844,5.0,120.0,90.0,-1.71194082983419
845,6.0,120.0,90.0,-1.44092018751768
846,7.0,120.0,90.0,-1.23201463176453
847,8.0,120.0,90.0,-1.07684433196788
848,9.0,120.0,90.0,-0.957288223448487
849,10.0,120.0,90.0,-0.862151795968694
850,12.0,120.0,90.0,-0.720184831936113
851,15.0,120.0,90.0,-0.579808510167921
852,20.0,120.0,90.0,-0.444026755016264
853,30.0,120.0,90.0,-0.305000818600113
854,1.0,135.0,90.0,7093225.82953261
855,2.0,135.0,90.0,1792.51212998283
856,3.0,135.0,90.0,30.2328130562193
857,4.0,135.0,90.0,0.0133570801542853
858,5.0,135.0,90.0,-1.67263131285192
859,6.0,135.0,90.0,-1.48672478611979
860,7.0,135.0,90.0,-1.26598737637736
861,8.0,135.0,90.0,-1.09991771872254
862,9.0,135.0,90.0,-0.973558045501066
863,10.0,135.0,90.0,-0.874070135530123
864,12.0,135.0,90.0,-0.727068197132129
865,15.0,135.0,90.0,-0.583033946028444
866,20.0,135.0,90.0,-0.444683036385572
867,30.0,135.0,90.0,-0.317162786551692
868,1.0,150.0,90.0,7093281.45690079
869,2.0,150.0,90.0,2162.94818652247
870,3.0,150.0,90.0,197.092489721384
871,4.0,150.0,90.0,13.477449041148
872,5.0,150.0,90.0,-1.05818376021996
873,6.0,150.0,90.0,-1.51459579932994
874,7.0,150.0,90.0,-1.3048065210694
875,8.0,150.0,90.0,-1.1261844318993
876,9.0,150.0,90.0,-0.991643495033014
877,10.0,150.0,90.0,-0.887183567744023
878,12.0,150.0,90.0,-0.73488155203644
879,15.0,150.0,90.0,-0.587563062849092
880,20.0,150.0,90.0,-0.447438504784344
881,30.0,150.0,90.0,-0.306732374351798
882,1.0,165.0,90.0,7093353.76473998
883,2.0,165.0,90.0,3566.02892715164
884,3.0,165.0,90.0,1287.72212680157
885,4.0,165.0,90.0,82.767586589485
886,5.0,165.0,90.0,1.36586544671292
887,6.0,165.0,90.0,-1.4687509891377
888,7.0,165.0,90.0,-1.3352568697822
889,8.0,165.0,90.0,-1.14800201635747
890,9.0,165.0,90.0,-1.00636360392636
891,10.0,165.0,90.0,-0.897731859861293
892,12.0,165.0,90.0,-0.741291645396646
893,15.0,165.0,90.0,-0.591803654109658
894,20.0,165.0,90.0,-0.451079183730143
895,30.0,165.0,90.0,-0.321231528662335
896,1.0,175.0,90.0,7093386.1288909
897,2.0,175.0,90.0,4778.46898972893
898,3.0,175.0,90.0,2644.88315964681
899,4.0,175.0,90.0,155.162530092828
900,5.0,175.0,90.0,3.3524717772124
901,6.0,175.0,90.0,-1.41937200679361
902,7.0,175.0,90.0,-1.34489469266139
903,8.0,175.0,90.0,-1.15561844152592
904,9.0,175.0,90.0,-1.01145401895878
905,10.0,175.0,90.0,-0.901351171521119
906,12.0,175.0,90.0,-0.743511484927476
907,15.0,175.0,90.0,-0.593374291595551
908,20.0,175.0,90.0,-0.45267191750716
909,30.0,175.0,90.0,-0.312495932501305
910,1.0,5.0,120.0,7094216.5374226
911,2.0,5.0,120.0,31132132.2484187
912,3.0,5.0,120.0,38560901286.7477
913,4.0,5.0,120.0,17465.1866304294
914,5.0,5.0,120.0,19.781109056469
915,6.0,5.0,120.0,-1.41405132032539
916,7.0,5.0,120.0,-1.34283956231174
917,8.0,5.0,120.0,-1.14547474460424
918,9.0,5.0,120.0,-1.00126960183435
919,10.0,5.0,120.0,-0.892011150778268
920,12.0,5.0,120.0,-0.735921945194888
921,15.0,5.0,120.0,-0.587890209349726
922,20.0,5.0,120.0,-0.449394180917906
923,30.0,5.0,120.0,-0.310285086990453
924,1.0,15.0,120.0,7093922.8424827
925,2.0,15.0,120.0,1659601.91079997
926,3.0,15.0,120.0,8138144.04190241
927,4.0,15.0,120.0,2725.7099457151
928,5.0,15.0,120.0,7.22700563732825
929,6.0,15.0,120.0,-1.48627339552901
930,7.0,15.0,120.0,-1.32702619850329
931,8.0,15.0,120.0,-1.13459310004848
932,9.0,15.0,120.0,-0.993796072952182
933,10.0,15.0,120.0,-0.886461365152079
934,12.0,15.0,120.0,-0.732305210392927
935,15.0,15.0,120.0,-0.5853486293899
936,20.0,15.0,120.0,-0.44714895760522
937,30.0,15.0,120.0,-0.318520531230553
938,1.0,30.0,120.0,7093455.81615739
939,2.0,30.0,120.0,13619.810998727
940,3.0,30.0,120.0,4459.46836426433
941,4.0,30.0,120.0,58.7062665940174
942,5.0,30.0,120.0,-0.940133073167654
943,6.0,30.0,120.0,-1.51774061807494
944,7.0,30.0,120.0,-1.28584134587925
945,8.0,30.0,120.0,-1.10787956132578
946,9.0,30.0,120.0,-0.975714239517296
947,10.0,30.0,120.0,-0.87328513762288
948,12.0,30.0,120.0,-0.724044056056681
949,15.0,30.0,120.0,-0.579736215122735
950,20.0,30.0,120.0,-0.442211150787377
951,30.0,30.0,120.0,-0.301860630662856
952,1.0,45.0,120.0,7093252.64663937
953,2.0,45.0,120.0,1970.69464559881
954,3.0,45.0,120.0,54.9253650759318
955,4.0,45.0,120.0,-0.0327114956196913
956,5.0,45.0,120.0,-1.71169610526282
957,6.0,45.0,120.0,-1.46160891564295
958,7.0,45.0,120.0,-1.23994363345328
959,8.0,45.0,120.0,-1.07800537169982
960,9.0,45.0,120.0,-0.955015192816107
961,10.0,45.0,120.0,-0.858086432202727
962,12.0,45.0,120.0,-0.714690914297253
963,15.0,45.0,120.0,-0.573868384400406
964,20.0,45.0,120.0,-0.437773502342281
965,30.0,45.0,120.0,-0.30998383163606
966,1.0,60.0,120.0,7093195.87201073
967,2.0,60.0,120.0,1728.00974789305
968,3.0,60.0,120.0,11.2223185938994
969,4.0,60.0,120.0,-1.73782072556317
970,5.0,60.0,120.0,-1.68147909812598
971,6.0,60.0,120.0,-1.40523710949267
972,7.0,60.0,120.0,-1.2026699356888
973,8.0,60.0,120.0,-1.05274496571143
974,9.0,60.0,120.0,-0.937006684097071
975,10.0,60.0,120.0,-0.844724514088571
976,12.0,60.0,120.0,-0.706672374470586
977,15.0,60.0,120.0,-0.569546894563796
978,20.0,60.0,120.0,-0.435738251613289
979,30.0,60.0,120.0,-0.297068297682408
980,1.0,75.0,120.0,7093182.04770458
981,2.0,75.0,120.0,1715.61629843137
982,3.0,75.0,120.0,9.72555440362711
983,4.0,75.0,120.0,-1.74922127295958
984,5.0,75.0,120.0,-1.62974191543126
985,6.0,75.0,120.0,-1.36904601484086
986,7.0,75.0,120.0,-1.17826890803752
987,8.0,75.0,120.0,-1.03562920821552
988,9.0,75.0,120.0,-0.924577429005068
989,10.0,75.0,120.0,-0.835470963825777
990,12.0,75.0,120.0,-0.701334065972275
991,15.0,75.0,120.0,-0.567313810017083
992,20.0,75.0,120.0,-0.436161784476222
993,30.0,75.0,120.0,-0.309953734516185
994,1.0,90.0,120.0,7093179.05206893
995,2.0,90.0,120.0,1714.57084170421
996,3.0,90.0,120.0,9.66661837032804
997,4.0,90.0,120.0,-1.71880598724134
998,5.0,90.0,120.0,-1.60545642938165
999,6.0,90.0,120.0,-1.35270633654604
1000,7.0,90.0,120.0,-1.16704134235486
1001,8.0,90.0,120.0,-1.02767198909823
1002,9.0,90.0,120.0,-0.918799692899397
1003,10.0,90.0,120.0,-0.831206056232976
1004,12.0,90.0,120.0,-0.698975356954011
1005,15.0,90.0,120.0,-0.566514618459789
1006,20.0,90.0,120.0,-0.436837521735704
1007,30.0,90.0,120.0,-0.294757913170395
1008,1.0,105.0,120.0,7093179.53690442
1009,2.0,105.0,120.0,1714.72749053003
1010,3.0,105.0,120.0,9.68837253240816
1011,4.0,105.0,120.0,-1.71903798783712
1012,5.0,105.0,120.0,-1.60761607569807
1013,6.0,105.0,120.0,-1.3546178460325
1014,7.0,105.0,120.0,-1.16865200217292
1015,8.0,105.0,120.0,-1.02905538220917
1016,9.0,105.0,120.0,-0.919992213336256
1017,10.0,105.0,120.0,-0.832222073903528
1018,12.0,105.0,120.0,-0.69964803549527
1019,15.0,105.0,120.0,-0.566663356593149
1020,20.0,105.0,120.0,-0.436067789346788
1021,30.0,105.0,120.0,-0.303583240463964
1022,1.0,120.0,120.0,7093183.13113055
1023,2.0,120.0,120.0,1716.09561954881
1024,3.0,120.0,120.0,9.84115830661261
1025,4.0,120.0,120.0,-1.74055382383381
1026,5.0,120.0,120.0,-1.63516502801385
1027,6.0,120.0,120.0,-1.37478237425905
1028,7.0,120.0,120.0,-1.18321478902953
1029,8.0,120.0,120.0,-1.03991785718487
1030,9.0,120.0,120.0,-0.928327704985475
1031,10.0,120.0,120.0,-0.838742046531329
1032,12.0,120.0,120.0,-0.703732834949271
1033,15.0,120.0,120.0,-0.56852771405808
1034,20.0,120.0,120.0,-0.435679652205641
1035,30.0,120.0,120.0,-0.297773738323689
1036,1.0,135.0,120.0,7093193.57910742
1037,2.0,135.0,120.0,1723.96561522759
1038,3.0,135.0,120.0,11.233773354039
1039,4.0,135.0,120.0,-1.6732902020509
1040,5.0,135.0,120.0,-1.68267681643434
1041,6.0,135.0,120.0,-1.41435261837653
1042,7.0,135.0,120.0,-1.21126087690145
1043,8.0,135.0,120.0,-1.06030325371142
1044,9.0,135.0,120.0,-0.943706052629725
1045,10.0,135.0,120.0,-0.850703205554276
1046,12.0,135.0,120.0,-0.71147402976106
1047,15.0,135.0,120.0,-0.573060381096985
1048,20.0,135.0,120.0,-0.438002462494925
1049,30.0,135.0,120.0,-0.299619889015151
1050,1.0,150.0,120.0,7093221.29580447
1051,2.0,150.0,120.0,1778.14854585803
1052,3.0,150.0,120.0,25.6909798459581
1053,4.0,150.0,120.0,-0.381847376049391
1054,5.0,150.0,120.0,-1.67619904123507
1055,6.0,150.0,120.0,-1.47044096130631
1056,7.0,150.0,120.0,-1.25257676598281
1057,8.0,150.0,120.0,-1.08940299427377
1058,9.0,150.0,120.0,-0.96510323270034
1059,10.0,150.0,120.0,-0.867119894767326
1060,12.0,150.0,120.0,-0.722176326530636
1061,15.0,150.0,120.0,-0.579990129641669
1062,20.0,150.0,120.0,-0.443063827866587
1063,30.0,150.0,120.0,-0.303115193536897
1064,1.0,165.0,120.0,7093284.96519885
1065,2.0,165.0,120.0,2201.89426448842
1066,3.0,165.0,120.0,218.648131192477
1067,4.0,165.0,120.0,15.0908953993955
1068,5.0,165.0,120.0,-0.983351964871896
1069,6.0,165.0,120.0,-1.50930500858878
1070,7.0,165.0,120.0,-1.30247712240158
1071,8.0,165.0,120.0,-1.12401017144942
1072,9.0,165.0,120.0,-0.989676267904333
1073,10.0,165.0,120.0,-0.885510467109211
1074,12.0,165.0,120.0,-0.733886319534921
1075,15.0,165.0,120.0,-0.587614819701573
1076,20.0,165.0,120.0,-0.448956089995911
1077,30.0,165.0,120.0,-0.320158397115349
1078,1.0,175.0,120.0,7093352.6282638
1079,2.0,175.0,120.0,3531.64392179926
1080,3.0,175.0,120.0,1254.36878333462
1081,4.0,175.0,120.0,80.8580065302052
1082,5.0,175.0,120.0,1.31016164177783
1083,6.0,175.0,120.0,-1.4685144367348
1084,7.0,175.0,120.0,-1.33354143261992
1085,8.0,175.0,120.0,-1.14662323308008
1086,9.0,175.0,120.0,-1.00529281044375
1087,10.0,175.0,120.0,-0.896908632947
1088,12.0,175.0,120.0,-0.740873819779851
1089,15.0,175.0,120.0,-0.591910544668674
1090,20.0,175.0,120.0,-0.451956620881061
1091,30.0,175.0,120.0,-0.312216435875248
1092,1.0,5.0,135.0,7094216.53155179
1093,2.0,5.0,135.0,31132132.2497322
1094,3.0,5.0,135.0,38560901286.7491
1095,4.0,5.0,135.0,17465.1878089346
1096,5.0,5.0,135.0,19.7820572207351
1097,6.0,5.0,135.0,-1.4132728966336
1098,7.0,5.0,135.0,-1.34218941444464
1099,8.0,5.0,135.0,-1.14492378642338
1100,9.0,5.0,135.0,-1.00079709684895
1101,10.0,5.0,135.0,-0.891602048807794
1102,12.0,5.0,135.0,-0.735607355895674
1103,15.0,5.0,135.0,-0.587667054957404
1104,20.0,5.0,135.0,-0.449254939407409
1105,30.0,5.0,135.0,-0.310234839063256
1106,1.0,15.0,135.0,7093922.82725488
1107,2.0,15.0,135.0,1659601.91475938
1108,3.0,15.0,135.0,8138144.04611931
1109,4.0,15.0,135.0,2725.71333694053
1110,5.0,15.0,135.0,7.22974008331182
1111,6.0,15.0,135.0,-1.4840233759696
1112,7.0,15.0,135.0,-1.32514292773286
1113,8.0,15.0,135.0,-1.13299442213918
1114,9.0,15.0,135.0,-0.992422807871798
1115,10.0,15.0,135.0,-0.885270427712757
1116,12.0,15.0,135.0,-0.731385792347468
1117,15.0,15.0,135.0,-0.584690683104408
1118,20.0,15.0,135.0,-0.446722954819355
1119,30.0,15.0,135.0,-0.318293131418156
1120,1.0,30.0,135.0,7093455.78715827
1121,2.0,30.0,135.0,13619.8186531139
1122,3.0,30.0,135.0,4459.47648227584
1123,4.0,30.0,135.0,58.7127958052839
1124,5.0,30.0,135.0,-0.934866418971889
1125,6.0,30.0,135.0,-1.51340556696559
1126,7.0,30.0,135.0,-1.282209759193
1127,8.0,30.0,135.0,-1.10479335805581
1128,9.0,30.0,135.0,-0.973058881427968
1129,10.0,30.0,135.0,-0.870975712770033
1130,12.0,30.0,135.0,-0.722244040924799
1131,15.0,30.0,135.0,-0.578405531119765
1132,20.0,30.0,135.0,-0.441226782750525
1133,30.0,30.0,135.0,-0.300949779243145
1134,1.0,45.0,135.0,7093252.59597873
1135,2.0,45.0,135.0,1970.70518150487
1136,3.0,45.0,135.0,54.9373994228892
1137,4.0,45.0,135.0,-0.0230119761273643
1138,5.0,45.0,135.0,-1.70389798387697
1139,6.0,45.0,135.0,-1.4552096448838
1140,7.0,45.0,135.0,-1.23459410378352
1141,8.0,45.0,135.0,-1.07346336599481
1142,9.0,45.0,135.0,-0.951105972123737
1143,10.0,45.0,135.0,-0.854678824473921
1144,12.0,45.0,135.0,-0.712006040540229
1145,15.0,45.0,135.0,-0.571808795877004
1146,20.0,45.0,135.0,-0.436087249275356
1147,30.0,45.0,135.0,-0.308534602340596
1148,1.0,60.0,135.0,7093195.77815392
1149,2.0,60.0,135.0,1728.02089571546
1150,3.0,60.0,135.0,11.2385175892946
1151,4.0,60.0,135.0,-1.72464815935767
1152,5.0,60.0,135.0,-1.67096333898186
1153,6.0,60.0,135.0,-1.39667034711931
1154,7.0,60.0,135.0,-1.19554918782087
1155,8.0,60.0,135.0,-1.04672382522033
1156,9.0,60.0,135.0,-0.931836811330105
1157,10.0,60.0,135.0,-0.840221430983789
1158,12.0,60.0,135.0,-0.703110531900702
1159,15.0,60.0,135.0,-0.56676981221094
1160,20.0,60.0,135.0,-0.433444421298913
1161,30.0,60.0,135.0,-0.295929168039919
1162,1.0,75.0,135.0,7093181.85946568
1163,2.0,75.0,135.0,1715.62053531184
1164,3.0,75.0,135.0,9.74605975352384
1165,4.0,75.0,135.0,-1.73198555625328
1166,5.0,75.0,135.0,-1.61612060131258
1167,6.0,75.0,135.0,-1.35808954670558
1168,7.0,75.0,135.0,-1.16925932200965
1169,8.0,75.0,135.0,-1.02807615225691
1170,9.0,75.0,135.0,-0.918136362089609
1171,10.0,75.0,135.0,-0.829890600683984
1172,12.0,75.0,135.0,-0.696952422637231
1173,15.0,75.0,135.0,-0.56392609037607
1174,20.0,75.0,135.0,-0.43349148085998
1175,30.0,75.0,135.0,-0.298092835054097
1176,1.0,90.0,135.0,7093178.64454724
1177,2.0,90.0,135.0,1714.54027590214
1178,3.0,90.0,135.0,9.68969714945855
1179,4.0,90.0,135.0,-1.69668697656223
1180,5.0,90.0,135.0,-1.58810112960405
1181,6.0,90.0,135.0,-1.33901518630527
1182,7.0,90.0,135.0,-1.15597771328152
1183,8.0,90.0,135.0,-1.01853067075734
1184,9.0,90.0,135.0,-0.911099319401658
1185,10.0,90.0,135.0,-0.824605597259282
1186,12.0,90.0,135.0,-0.69388647491379
1187,15.0,90.0,135.0,-0.562674534117847
1188,20.0,90.0,135.0,-0.433949526423322
1189,30.0,90.0,135.0,-0.3057082888539
1190,1.0,105.0,135.0,7093178.59275937
1191,2.0,105.0,135.0,1714.54535766417
1192,3.0,105.0,135.0,9.70026966605177
1193,4.0,105.0,135.0,-1.69185380085803
1194,5.0,105.0,135.0,-1.5856673617436
1195,6.0,105.0,135.0,-1.33773134972279
1196,7.0,105.0,135.0,-1.15535964530894
1197,8.0,105.0,135.0,-1.01831186071341
1198,9.0,105.0,135.0,-0.911109335473973
1199,10.0,105.0,135.0,-0.824730889374936
1200,12.0,105.0,135.0,-0.69403407009224
1201,15.0,105.0,135.0,-0.562572810500692
1202,20.0,105.0,135.0,-0.433070209036624
1203,30.0,105.0,135.0,-0.291696519316955
1204,1.0,120.0,135.0,7093180.83472514
1205,2.0,120.0,135.0,1715.19229139736
1206,3.0,120.0,135.0,9.74858566413141
1207,4.0,120.0,135.0,-1.71586349284804
1208,5.0,120.0,135.0,-1.60814009730818
1209,6.0,120.0,135.0,-1.35424514472545
1210,7.0,120.0,135.0,-1.16762202117578
1211,8.0,120.0,135.0,-1.02770924833449
1212,9.0,120.0,135.0,-0.918494595469316
1213,10.0,120.0,135.0,-0.830633326088066
1214,12.0,120.0,135.0,-0.697884785896472
