,Radius,Theta,Phi,LMP.Int.En.
302,4.0,105,30,-1.83554820595496
303,4.5,105,30,-1.64716834542452
304,5.0,105,30,-1.48833815687228
305,5.5,105,30,-1.35436551467606
306,6.0,105,30,-1.24079179107208
307,7.0,105,30,-1.06033276904857
308,8.0,105,30,-0.924558128251152
309,9.0,105,30,-0.819331885496125
310,10.0,105,30,-0.735699610303055
311,12.0,105,30,-0.611769179796233
312,15.0,105,30,-0.490839221281862
313,20.0,105,30,-0.375582762707273
314,30.0,105,30,-0.258979878970344
315,3.0,120,30,-2.60131218857362
316,3.5,120,30,-2.30298363442034
317,4.0,120,30,-2.02338902735446
318,4.5,120,30,-1.78438399617771
319,5.0,120,30,-1.58763879532245
320,5.5,120,30,-1.42673907829266
321,6.0,120,30,-1.29425307031182
322,7.0,120,30,-1.0908486636068
323,8.0,120,30,-0.942955506094059
324,9.0,120,30,-0.830927381033992
325,10.0,120,30,-0.743269657309837
326,12.0,120,30,-0.615263175396523
327,15.0,120,30,-0.492129627519471
328,20.0,120,30,-0.376098102163099
329,30.0,120,30,-0.240721513314602
330,3.0,135,30,-3.20691046474677
331,3.5,135,30,-2.76372974877698
332,4.0,135,30,-2.31940530505155
333,4.5,135,30,-1.96965740202412
334,5.0,135,30,-1.70614842210253
335,5.5,135,30,-1.50517428790981
336,6.0,135,30,-1.34792473220416
337,7.0,135,30,-1.11812895687859
338,8.0,135,30,-0.957971589838531
339,9.0,135,30,-0.839632680796471
340,10.0,135,30,-0.748475512266036
341,12.0,135,30,-0.617167478198606
342,15.0,135,30,-0.492418096061691
343,20.0,135,30,-0.375866289243537
344,30.0,135,30,-0.241226633523371
345,3.0,150,30,-3.91069911478186
346,3.5,150,30,-3.10248059663519
347,4.0,150,30,-2.47380049271951
348,4.5,150,30,-2.0482401133716
349,5.0,150,30,-1.74868872323696
350,5.5,150,30,-1.52927622271319
351,6.0,150,30,-1.36192655489476
352,7.0,150,30,-1.12270037847118
353,8.0,150,30,-0.958851489139341
354,9.0,150,30,-0.838933832404537
355,10.0,150,30,-0.74708482789632
356,12.0,150,30,-0.615400413554781
357,15.0,150,30,-0.49075461918456
358,20.0,150,30,-0.374418681647137
359,30.0,150,30,-0.240416940798584
360,3.0,165,30,-2.96226662233844
361,3.5,165,30,-2.58617863619279
362,4.0,165,30,-2.2057394464111
363,4.5,165,30,-1.89435966063892
364,5.0,165,30,-1.65281420231576
