,Radius,Theta,Phi,"('OPT', 'INT.EN.')",LMP,Coulomb,Delta.Ener.
63,10.0,5.0,90.0,-1.4736829945177303,-0.755561342906265,-1.4399645352219879,0.7181216516114654
64,12.0,5.0,90.0,-1.2112353370139315,-0.6209807412171421,-1.1999704460183234,0.5902545957967894
65,15.0,5.0,90.0,-0.9592354176966182,-0.493917624989451,-0.9599763568146586,0.4653177927071672
66,20.0,5.0,90.0,-0.7117701398092322,-0.37532317144889293,-0.7199822676109939,0.33644696836033927
67,30.0,5.0,90.0,-0.4672621763020288,-0.24100770699257199,-0.4799881784073293,0.22625446930945683
68,3.5,5.0,120.0,-0.33279628233867703,-7.820075264293799,-4.114184386348537,7.487278981955122
69,4.0,5.0,120.0,-2.4840534719405696,-2.80223209779673,-3.59991133805497,0.3181786258561603
70,4.5,5.0,120.0,-3.238889254680544,-2.16229571535875,-3.1999211893821955,1.0765935393217942
71,5.0,5.0,120.0,-3.236866931685654,-1.8118984132417602,-2.8799290704439757,1.4249685184438938
72,5.5,5.0,120.0,-3.0362410914676734,-1.57091519764045,-2.618117336767251,1.4653258938272233
73,6.0,5.0,120.0,-2.739080451145128,-1.3922002242317097,-2.3999408920366467,1.3468802269134181
74,7.0,5.0,120.0,-2.2390818808416952,-1.14158284708994,-2.0570921931742685,1.0974990337517552
75,8.0,5.0,120.0,-1.9029372918776064,-0.9721195545685392,-1.799955669027485,0.9308177373090673
76,9.0,5.0,120.0,-1.6652853840241733,-0.848873827961986,-1.5999605946910977,0.8164115560621873
77,10.0,5.0,120.0,-1.4833727949262538,-0.7548283479662009,-1.4399645352219879,0.7285444469600529
78,12.0,5.0,120.0,-1.2256810808830778,-0.620424303487076,-1.1999704460183234,0.6052567773960018
79,15.0,5.0,120.0,-0.974180389821413,-0.49353516221880495,-0.9599763568146586,0.480645227602608
80,20.0,5.0,120.0,-0.7280570849725336,-0.37510444054856107,-0.7199822676109939,0.35295264442397256
81,3.5,5.0,135.0,-0.3940145565320563,-7.81918190426513,-4.114184386348537,7.4251673477330735
82,4.0,5.0,135.0,-2.5288110045694343,-2.8014159097281097,-3.59991133805497,0.2726049051586754
83,4.5,5.0,135.0,-3.2431955517604365,-2.1615511121211,-3.1999211893821955,1.0816444396393363
84,5.0,5.0,135.0,-3.231030761504371,-1.8112190955804899,-2.8799290704439757,1.4198116659238813
85,5.5,5.0,135.0,-3.0246030129674177,-1.5702944958544698,-2.618117336767251,1.454308517112948
86,6.0,5.0,135.0,-2.7268758996106044,-1.3916323793678897,-2.3999408920366467,1.3352435202427146
87,7.0,5.0,135.0,-2.2303308542032028,-1.1411046820484798,-2.0570921931742685,1.089226172154723
88,8.0,5.0,135.0,-1.8959702654756256,-0.9717133083053671,-1.799955669027485,0.9242569571702586
89,9.0,5.0,135.0,-1.6624409343021398,-0.8485257487885842,-1.5999605946910977,0.8139151855135556
90,10.0,5.0,135.0,-1.4825200853265414,-0.7545279779504159,-1.4399645352219879,0.7279921073761255
91,12.0,5.0,135.0,-1.2224493423891545,-0.620196098371667,-1.1999704460183234,0.6022532440174875
92,15.0,5.0,135.0,-0.9742744595823752,-0.49337808435437397,-0.9599763568146586,0.48089637522800127
93,20.0,5.0,135.0,-0.7286683588245069,-0.375014519954521,-0.7199822676109939,0.35365383886998586
94,30.0,5.0,135.0,-0.4841709070788056,-0.241008401155531,-0.4799881784073293,0.24316250592327462
95,3.5,5.0,150.0,-0.43793179611748206,-7.818501296199679,-4.114184386348537,7.380569500082197
96,4.0,5.0,150.0,-2.55980760867169,-2.80079426483796,-3.59991133805497,0.24098665616626969
97,4.5,5.0,150.0,-3.2595669882757647,-2.16098402046591,-3.1999211893821955,1.0985829678098549
98,5.0,5.0,150.0,-3.2254082224717413,-1.81070155785188,-2.8799290704439757,1.4147066646198614
99,5.5,5.0,150.0,-3.015880264400039,-1.56982159926434,-2.618117336767251,1.4460586651356988
100,6.0,5.0,150.0,-2.7226984566113974,-1.3911997665730602,-2.3999408920366467,1.3314986900383372
101,7.0,5.0,150.0,-2.2240386157463945,-1.14074002162341,-2.0570921931742685,1.0832985941229845
102,8.0,5.0,150.0,-1.8914503835076173,-0.971403453361114,-1.799955669027485,0.9200469301465033
103,9.0,5.0,150.0,-1.658117883176601,-0.8482603219069269,-1.5999605946910977,0.8098575612696741
104,10.0,5.0,150.0,-1.480920529309515,-0.754298748330863,-1.4399645352219879,0.7266217809786519
105,12.0,5.0,150.0,-1.2208171680831583,-0.620021819399597,-1.1999704460183234,0.6007953486835613
106,15.0,5.0,150.0,-0.9729884304288134,-0.49325803646108,-0.9599763568146586,0.4797303939677334
107,20.0,5.0,150.0,-0.7271344040127588,-0.37494587455054,-0.7199822676109939,0.35218852946221874
108,3.5,5.0,180.0,-0.4685193287332368,-7.817931290739129,-4.114184386348537,7.349411962005893
109,4.0,5.0,180.0,-2.5756875286424474,-2.80027327801323,-3.59991133805497,0.22458574937078257
110,4.5,5.0,180.0,-3.2665091842864062,-2.16050855225778,-3.1999211893821955,1.1060006320286262
111,5.0,5.0,180.0,-3.216916324421618,-1.81026770935568,-2.8799290704439757,1.4066486150659379
112,5.5,5.0,180.0,-3.0083807955270463,-1.5694253040812098,-2.618117336767251,1.4389554914458365
113,6.0,5.0,180.0,-2.7123947945437976,-1.39083696357142,-2.3999408920366467,1.3215578309723777
114,7.0,5.0,180.0,-2.2178604011678544,-1.1404342887664298,-2.0570921931742685,1.0774261124014246
115,8.0,5.0,180.0,-1.888858218710084,-0.971143503034707,-1.799955669027485,0.917714715675377
116,9.0,5.0,180.0,-1.6545378851988062,-0.8480375902413809,-1.5999605946910977,0.8065002949574253
117,10.0,5.0,180.0,-1.4772670333804854,-0.7541063078134641,-1.4399645352219879,0.7231607255670213
118,12.0,5.0,180.0,-1.2204450550998445,-0.6198754984322099,-1.1999704460183234,0.6005695566676346
119,15.0,5.0,180.0,-0.9707090169795264,-0.493157309675865,-0.9599763568146586,0.47755170730366137
120,20.0,5.0,180.0,-0.7262039433262544,-0.374887980010427,-0.7199822676109939,0.3513159633158274
121,30.0,5.0,180.0,-0.4829119097194052,-0.24100796115306697,-0.4799881784073293,0.2419039485663382
122,3.5,5.0,210.0,-0.4296306036194437,-7.818501296199679,-4.114184386348537,7.388870692580236
123,4.0,5.0,210.0,-2.5519531509416997,-2.80079426483796,-3.59991133805497,0.24884111389626007
124,4.5,5.0,210.0,-3.2415315183607163,-2.16098402046591,-3.1999211893821955,1.0805474978948064
125,5.0,5.0,210.0,-3.2143351203703787,-1.81070155785188,-2.8799290704439757,1.4036335625184988
126,5.5,5.0,210.0,-3.014681412365462,-1.56982159926434,-2.618117336767251,1.444859813101122
127,6.0,5.0,210.0,-2.7185281511556236,-1.3911997665730602,-2.3999408920366467,1.3273283845825634
128,7.0,5.0,210.0,-2.2234199594458914,-1.14074002162341,-2.0570921931742685,1.0826799378224814
129,8.0,5.0,210.0,-1.891178092773771,-0.971403453361114,-1.799955669027485,0.9197746394126569
130,9.0,5.0,210.0,-1.6569033437772305,-0.8482603219069269,-1.5999605946910977,0.8086430218703036
131,10.0,5.0,210.0,-1.4783467131492216,-0.754298748330863,-1.4399645352219879,0.7240479648183586
132,12.0,5.0,210.0,-1.2200944908145177,-0.620021819399597,-1.1999704460183234,0.6000726714149207
133,15.0,5.0,210.0,-0.9731750542814552,-0.49325803646108,-0.9599763568146586,0.4799170178203752
134,20.0,5.0,210.0,-0.7280052880996664,-0.37494587455054,-0.7199822676109939,0.35305941354912634
135,3.5,5.0,225.0,-0.3821419839041482,-7.81918190426513,-4.114184386348537,7.437039920360982
136,4.0,5.0,225.0,-2.5319887202967952,-2.8014159097281097,-3.59991133805497,0.2694271894313145
137,4.5,5.0,225.0,-3.237472414955846,-2.1615511121211,-3.1999211893821955,1.0759213028347459
138,5.0,5.0,225.0,-3.2157295161450747,-1.8112190955804899,-2.8799290704439757,1.4045104205645849
139,5.5,5.0,225.0,-3.0229676440430917,-1.5702944958544698,-2.618117336767251,1.452673148188622
140,6.0,5.0,225.0,-2.7267402943871275,-1.3916323793678897,-2.3999408920366467,1.3351079150192378
141,7.0,5.0,225.0,-2.2298369267300586,-1.1411046820484798,-2.0570921931742685,1.0887322446815788
142,8.0,5.0,225.0,-1.895585969956301,-0.9717133083053671,-1.799955669027485,0.9238726616509338
143,9.0,5.0,225.0,-1.6599395684570482,-0.8485257487885842,-1.5999605946910977,0.8114138196684639
144,10.0,5.0,225.0,-1.4811487348742958,-0.7545279779504159,-1.4399645352219879,0.7266207569238798
145,12.0,5.0,225.0,-1.221670304897998,-0.620196098371667,-1.1999704460183234,0.601474206526331
146,15.0,5.0,225.0,-0.9726797907278524,-0.49337808435437397,-0.9599763568146586,0.4793017063734784
147,20.0,5.0,225.0,-0.7278308712739091,-0.375014519954521,-0.7199822676109939,0.3528163513193881
148,30.0,5.0,225.0,-0.4838087942807761,-0.241008401155531,-0.4799881784073293,0.24280039312524512
149,3.5,5.0,240.0,-0.31785408033465506,-7.82007526429379,-4.114184386348537,7.502221183959135
150,4.0,5.0,240.0,-2.370304095959,-2.80223209779673,-3.59991133805497,0.43192800183773006
151,4.5,5.0,240.0,-3.2152048670177464,-2.16229571535875,-3.1999211893821955,1.0529091516589966
152,5.0,5.0,240.0,-3.200703279941081,-1.8118984132417602,-2.8799290704439757,1.3888048666993207
153,5.5,5.0,240.0,-3.0344289192871656,-1.57091519764045,-2.618117336767251,1.4635137216467156
154,6.0,5.0,240.0,-2.7408206111176696,-1.3922002242317097,-2.3999408920366467,1.3486203868859599
155,7.0,5.0,240.0,-2.2386994846747257,-1.14158284708994,-2.0570921931742685,1.0971166375847856
156,8.0,5.0,240.0,-1.9010187857602432,-0.9721195545685392,-1.799955669027485,0.928899231191704
157,9.0,5.0,240.0,-1.6640849564500968,-0.848873827961986,-1.5999605946910977,0.8152111284881108
158,10.0,5.0,240.0,-1.4844660150811249,-0.7548283479662009,-1.4399645352219879,0.729637667114924
159,12.0,5.0,240.0,-1.2239987042885332,-0.620424303487076,-1.1999704460183234,0.6035744008014572
160,15.0,5.0,240.0,-0.9743172195521764,-0.49353516221880495,-0.9599763568146586,0.4807820573333715
161,20.0,5.0,240.0,-0.7086082039641042,-0.37510444054856107,-0.7199822676109939,0.3335037634155431
162,3.5,5.0,270.0,-0.11505889128238778,-7.82226470519712,-4.114184386348537,7.707205813914732
163,4.0,5.0,270.0,-2.277243117710896,-2.80423164559909,-3.59991133805497,0.5269885278881938
164,4.5,5.0,270.0,-3.1921476147254,-2.1641190652721,-3.1999211893821955,1.0280285494533001
165,5.0,5.0,270.0,-3.2243327196520117,-1.81356152731969,-2.8799290704439757,1.4107711923323218
166,5.5,5.0,270.0,-3.0448563768295567,-1.5724335689975,-2.618117336767251,1.4724228078320567
167,6.0,5.0,270.0,-2.7532750148711784,-1.39358905624693,-2.3999408920366467,1.3596859586242485
168,7.0,5.0,270.0,-2.262094881978556,-1.14275201092013,-2.0570921931742685,1.119342871058426
169,8.0,5.0,270.0,-1.9147898369192264,-0.973112064273313,-1.799955669027485,0.9416777726459135
170,9.0,5.0,270.0,-1.6739404333820858,-0.849723365860931,-1.5999605946910977,0.8242170675211548
171,10.0,5.0,270.0,-1.4910250176362752,-0.755561342906265,-1.4399645352219879,0.7354636747300102
172,12.0,5.0,270.0,-1.2284138142567826,-0.6209807412171421,-1.1999704460183234,0.6074330730396406
173,15.0,5.0,270.0,-0.9582896533247548,-0.493917624989451,-0.9599763568146586,0.4643720283353038
174,20.0,5.0,270.0,-0.7112341054380522,-0.37532317144889293,-0.7199822676109939,0.3359109339891593
175,30.0,5.0,270.0,-0.4858699234355299,-0.24100770699257199,-0.4799881784073293,0.24486221644295794
176,3.5,5.0,300.0,0.14916364247983438,-7.82450065471115,-4.114184386348537,7.973664297190984
177,4.0,5.0,300.0,-2.164339308339549,-2.80627332625664,-3.59991133805497,0.6419340179170909
178,4.5,5.0,300.0,-3.1551605491622468,-2.1659801728706003,-3.1999211893821955,0.9891803762916465
179,5.0,5.0,300.0,-3.2260576929511444,-1.8152581243744799,-2.8799290704439757,1.4107995685766646
180,5.5,5.0,300.0,-3.092176577112696,-1.5739821611494198,-2.618117336767251,1.5181944159632763
181,6.0,5.0,300.0,-2.803565493046335,-1.39500461730602,-2.3999408920366467,1.4085608757403152
182,7.0,5.0,300.0,-2.2721437529507966,-1.1439421491128001,-2.0570921931742685,1.1282016038379965
183,8.0,5.0,300.0,-1.9126948622433704,-0.974121520952043,-1.799955669027485,0.9385733412913274
184,9.0,5.0,300.0,-1.6649110641956213,-0.85058680992376,-1.5999605946910977,0.8143242542718613
185,10.0,5.0,300.0,-1.480342189392104,-0.756305606359908,-1.4399645352219879,0.7240365830321961
186,12.0,5.0,300.0,-1.2153612280417292,-0.62154496353178,-1.1999704460183234,0.5938162645099492
187,15.0,5.0,300.0,-0.9616622080175148,-0.494305084158704,-0.9599763568146586,0.4673571238588108
188,20.0,5.0,300.0,-0.7317164748856158,-0.375544499288491,-0.7199822676109939,0.35617197559712477
189,3.5,5.0,315.0,0.2782592061448668,-7.8254410564276204,-4.114184386348537,8.103700262572488
190,4.0,5.0,315.0,-2.1033705979280057,-2.80713164906461,-3.59991133805497,0.7037610511366044
191,4.5,5.0,315.0,-3.1341044793443866,-2.16676228806887,-3.1999211893821955,0.9673421912755167
192,5.0,5.0,315.0,-3.2331904883940297,-1.81597097032909,-2.8799290704439757,1.4172195180649396
193,5.5,5.0,315.0,-3.1064030162597187,-1.57463244230487,-2.618117336767251,1.5317705739548486
194,6.0,5.0,315.0,-2.8195103176149128,-1.39559896395981,-2.3999408920366467,1.4239113536551027
195,7.0,5.0,315.0,-2.2856951918984123,-1.1444414978335802,-2.0570921931742685,1.1412536940648321
196,8.0,5.0,315.0,-1.9203957144200103,-0.9745446932850991,-1.799955669027485,0.9458510211349113
197,9.0,5.0,315.0,-1.670128520927392,-0.850948450424308,-1.5999605946910977,0.819180070503084
198,10.0,5.0,315.0,-1.4842910594743444,-0.7566172510448541,-1.4399645352219879,0.7276738084294903
199,12.0,5.0,315.0,-1.2179660461297317,-0.6217809746777161,-1.1999704460183234,0.5961850714520156
200,15.0,5.0,315.0,-0.9822118848278478,-0.49446695585796707,-0.9599763568146586,0.48774492896988075
201,20.0,5.0,315.0,-0.7329120397807856,-0.3756368720170011,-0.7199822676109939,0.3572751677637845
202,30.0,5.0,315.0,-0.487479150382569,-0.241008401155531,-0.4799881784073293,0.24647074922703802
203,3.0,15.0,0.0,3.125689605836669,-8.62533114425144,-4.7998817840732935,11.75102075008811
204,3.5,15.0,0.0,1.6488030257278297,-3.58062999435277,-4.114184386348537,5.2294330200806
205,4.0,15.0,0.0,-1.1677383800051755,-2.50914673161207,-3.59991133805497,1.3414083516068944
206,4.5,15.0,0.0,-2.6588670594101136,-2.05910047463626,-3.1999211893821955,0.5997665847738536
207,5.0,15.0,0.0,-3.17103845004749,-1.7598919939424802,-2.8799290704439757,1.41114645610501
208,5.5,15.0,0.0,-3.174697935202857,-1.5421046332028898,-2.618117336767251,1.6325933019999672
209,6.0,15.0,0.0,-2.974704041331279,-1.37556044153258,-2.3999408920366467,1.599143599798699
210,7.0,15.0,0.0,-2.4651110846280058,-1.1360792879361001,-2.0570921931742685,1.3290317966919056
211,8.0,15.0,0.0,-2.0276980708658807,-0.9709599100635099,-1.799955669027485,1.0567381608023707
212,9.0,15.0,0.0,-1.7487737776245922,-0.84958752935622,-1.5999605946910977,0.8991862482683722
213,10.0,15.0,0.0,-1.5473646304526485,-0.756371250098699,-1.4399645352219879,0.7909933803539495
214,12.0,15.0,0.0,-1.2654998775651622,-0.6224232019052789,-1.1999704460183234,0.6430766756598834
215,15.0,15.0,0.0,-0.997741439154197,-0.495376354206992,-0.9599763568146586,0.502365084947205
216,20.0,15.0,0.0,-0.7415197631016781,-0.3765170034556021,-0.7199822676109939,0.36500275964607604
217,3.5,15.0,30.0,0.8254146784820477,-3.57859627366763,-4.114184386348537,4.404010952149678
218,4.0,15.0,30.0,-1.6094357312540524,-2.5072938547884505,-3.59991133805497,0.8978581235343981
219,4.5,15.0,30.0,-2.8832436803495516,-2.0574160672091897,-3.1999211893821955,0.8258276131403619
220,5.0,15.0,30.0,-3.2405201174005924,-1.75836138917859,-2.8799290704439757,1.4821587282220023
221,5.5,15.0,30.0,-3.171501800086844,-1.54071257782119,-2.618117336767251,1.630789222265654
222,6.0,15.0,30.0,-2.9417577822387098,-1.37429222253717,-2.3999408920366467,1.5674655597015397
223,7.0,15.0,30.0,-2.422110419760429,-1.13502011481514,-2.0570921931742685,1.287090304945289
224,8.0,15.0,30.0,-2.0065610689416644,-0.970067487126244,-1.799955669027485,1.0364935818154204
225,9.0,15.0,30.0,-1.7359056193017748,-0.848828719119319,-1.5999605946910977,0.8870769001824558
226,10.0,15.0,30.0,-1.537280684002326,-0.755720655110694,-1.4399645352219879,0.7815600288916321
227,12.0,15.0,30.0,-1.2404902382550065,-0.62193477403481,-1.1999704460183234,0.6185554642201965
228,15.0,15.0,30.0,-0.9762623901078769,-0.495045633625636,-0.9599763568146586,0.4812167564822409
229,20.0,15.0,30.0,-0.7398331279218837,-0.37633473276455603,-0.7199822676109939,0.3634983951573277
230,3.5,15.0,45.0,0.2687018571596127,-3.57623234825249,-4.114184386348537,3.8449342054121027
231,4.0,15.0,45.0,-1.9501574603855258,-2.50513910443101,-3.59991133805497,0.554981644045484
232,4.5,15.0,45.0,-3.039745063550072,-2.05545623589808,-3.1999211893821955,0.9842888276519917
233,5.0,15.0,45.0,-3.2686720377678284,-1.75657966093089,-2.8799290704439757,1.5120923768369385
234,5.5,15.0,45.0,-3.1490076602167387,-1.53909112142099,-2.618117336767251,1.6099165387957488
235,6.0,15.0,45.0,-2.8947012602875475,-1.3728144143858898,-2.3999408920366467,1.5218868459016577
236,7.0,15.0,45.0,-2.3574682838079752,-1.13378468940297,-2.0570921931742685,1.2236835944050053
237,8.0,15.0,45.0,-1.9820417216687929,-0.969025334000894,-1.799955669027485,1.013016387667899
238,9.0,15.0,45.0,-1.7206512863740502,-0.8479416354505721,-1.5999605946910977,0.8727096509234781
239,10.0,15.0,45.0,-1.5271793358697323,-0.7549594474321021,-1.4399645352219879,0.7722198884376302
240,12.0,15.0,45.0,-1.235404188028042,-0.621362030572442,-1.1999704460183234,0.6140421574556
241,15.0,15.0,45.0,-0.9739274436615232,-0.49465599347494,-0.9599763568146586,0.4792714501865832
242,20.0,15.0,45.0,-0.7198249903485703,-0.376115578313011,-0.7199822676109939,0.34370941203555927
243,3.5,15.0,60.0,-0.21691248877323235,-3.5732268802469997,-4.114184386348537,3.3563143914737674
244,4.0,15.0,60.0,-2.2610986758554645,-2.50239825525623,-3.59991133805497,0.2412995794007653
245,4.5,15.0,60.0,-3.147281925001153,-2.0529623957095002,-3.1999211893821955,1.0943195292916528
246,5.0,15.0,60.0,-3.2734703874557454,-1.75431083755422,-2.8799290704439757,1.5191595499015254
247,5.5,15.0,60.0,-3.1077825573411246,-1.5370252586738702,-2.618117336767251,1.5707572986672544
248,6.0,15.0,60.0,-2.8370143464380817,-1.37093008222786,-2.3999408920366467,1.4660842642102216
249,7.0,15.0,60.0,-2.3239477501811048,-1.1322074603573702,-2.0570921931742685,1.1917402898237346
250,8.0,15.0,60.0,-1.95413998278309,-0.9676930828566541,-1.799955669027485,0.986446899926436
251,9.0,15.0,60.0,-1.7030147163313814,-0.8468064481651371,-1.5999605946910977,0.8562082681662443
252,10.0,15.0,60.0,-1.5148112411879993,-0.7539842129060871,-1.4399645352219879,0.7608270282819122
253,12.0,15.0,60.0,-1.2460607355133106,-0.6206266900334519,-1.1999704460183234,0.6254340454798587
254,15.0,15.0,60.0,-0.9882607147083036,-0.49415391447067897,-0.9599763568146586,0.4941068002376246
255,20.0,15.0,60.0,-0.7363957094494253,-0.37582887903739104,-0.7199822676109939,0.3605668304120343
256,3.5,15.0,90.0,-0.8771281543158693,-3.56629975994713,-4.114184386348537,2.6891716056312607
257,4.0,15.0,90.0,-2.6703027232979366,-2.49607725353787,-3.59991133805497,0.1742254697600667
258,4.5,15.0,90.0,-3.2777499493458886,-2.04720547237153,-3.1999211893821955,1.2305444769743588
259,5.0,15.0,90.0,-3.2326951132745307,-1.74906779452584,-2.8799290704439757,1.4836273187486908
260,5.5,15.0,90.0,-3.0087419504852733,-1.5322453588362,-2.618117336767251,1.4764965916490733
261,6.0,15.0,90.0,-2.725288917972648,-1.36656502041707,-2.3999408920366467,1.358723897555578
262,7.0,15.0,90.0,-2.2170405874167045,-1.12854490440671,-2.0570921931742685,1.0884956830099946
263,8.0,15.0,90.0,-1.9034977375849849,-0.964592807957149,-1.799955669027485,0.9389049296278359
264,9.0,15.0,90.0,-1.6641510120862222,-0.844159491986265,-1.5999605946910977,0.8199915200999571
265,10.0,15.0,90.0,-1.485395787323796,-0.751705914251695,-1.4399645352219879,0.733689873072101
266,12.0,15.0,90.0,-1.2269285868751467,-0.6189036542956879,-1.1999704460183234,0.6080249325794588
267,15.0,15.0,90.0,-0.9785527098865714,-0.49297319981277005,-0.9599763568146586,0.48557951007380135
