LAMMPS data file via write_data, version 16 Mar 2018, timestep = 0

80 atoms
4 atom types
40 bonds
2 bond types
20 angles
1 angle types

-4.0000000000000000e+01 4.0000000000000000e+01 xlo xhi
-4.0000000000000000e+01 4.0000000000000000e+01 ylo yhi
-4.0000000000000000e+01 4.0000000000000000e+01 zlo zhi

Masses

1 86.8
2 67
3 15
4 29

Bond Coeffs # harmonic

1 200 2.68975
2 200 3.04931

Angle Coeffs # harmonic

1 200 144.187

Atoms # full

1 0 1 -1.0000000000000000e+00 -3.9161013215389573e+01 -1.9149111052578832e+01 8.9053930756195143e-01 0 0 0
2 0 1 -1.0000000000000000e+00 7.2941421937635837e+00 3.2647850584540450e+01 -7.5752256287146480e+00 0 0 0
3 0 1 -1.0000000000000000e+00 -3.6817141807087296e+01 1.4297648283791567e+01 -1.9425294315174824e+01 0 0 0
4 0 1 -1.0000000000000000e+00 -9.2155514327881605e-01 3.1422706912934174e+01 -3.8564914315270684e+01 0 0 0
5 0 1 -1.0000000000000000e+00 -5.1489675441519012e-01 -1.3869751456132974e+01 1.1087276773102246e+01 0 0 0
6 0 1 -1.0000000000000000e+00 2.3860725529427043e+01 -1.2786026919626643e+01 -1.4754438164995257e+01 0 0 0
7 0 1 -1.0000000000000000e+00 2.2157760924733132e+01 5.4878619897588408e+00 -5.5035381231007818e+00 0 0 0
8 0 1 -1.0000000000000000e+00 -1.7965234954825245e+01 -2.1703885747913219e+01 2.2792234822545311e+01 0 0 0
9 0 1 -1.0000000000000000e+00 2.9090662519024065e+01 -3.3235042762586403e+01 -2.1363710789644955e+01 0 0 0
10 0 1 -1.0000000000000000e+00 -1.9887241562775912e+01 -4.8689455747925408e+00 7.6317244617416122e+00 0 0 0
11 0 1 -1.0000000000000000e+00 2.6393028491359686e+01 -1.2370145717808114e+01 1.4960920799039734e+01 0 0 0
12 0 1 -1.0000000000000000e+00 8.1958694607931548e+00 -1.2021972449506620e+01 2.6709041142235066e+01 0 0 0
13 0 1 -1.0000000000000000e+00 1.8854477544713063e+01 7.2040939923394944e+00 3.9207729249823714e+01 0 0 0
14 0 1 -1.0000000000000000e+00 4.3055017871342116e+00 -3.7431463635261849e+01 9.3906821540513477e+00 0 0 0
15 0 1 -1.0000000000000000e+00 -1.0805036859030388e+01 -2.5448972371150091e-01 -3.7208786419224360e+01 0 0 0
16 0 1 -1.0000000000000000e+00 -8.0733479038222455e+00 -8.7582195404722469e+00 6.0418328298450774e-01 0 0 0
17 0 1 -1.0000000000000000e+00 -5.4915628794075744e+00 2.3302685796889797e+01 -3.1759811673201533e+01 0 0 0
18 0 1 -1.0000000000000000e+00 -2.7154791498163153e+01 9.4192903719000896e+00 -9.9867194751215713e+00 0 0 0
19 0 1 -1.0000000000000000e+00 -6.7942183682668116e+00 -3.0428115460289696e+01 3.4663458911079658e+01 0 0 0
20 0 1 -1.0000000000000000e+00 2.8753918515869373e+01 -1.2891503783358029e+01 -2.7504086898408872e+01 0 0 0
21 1 2 4.0867500000000001e-01 -3.8105734493966793e+01 -3.1126861726407604e+00 3.1689767179497078e+01 0 0 0
22 1 3 3.1750499999999998e-01 -3.7702960329350560e+01 -3.1705862523069595e+00 2.9030976377671681e+01 0 0 0
23 1 4 2.7382000000000001e-01 -3.9786624557477907e+01 -4.2495606010911455e+00 3.3954587807531496e+01 0 0 0
24 2 2 4.0867500000000001e-01 2.7337199947256710e+00 -1.2271397605755734e+01 -3.2062612737126250e+00 0 0 0
25 2 3 3.1750499999999998e-01 5.0738174778627876e+00 -1.2374612628704652e+01 -4.5283953074747059e+00 0 0 0
26 2 4 2.7382000000000001e-01 4.8670904467034148e-01 -1.3952774196702265e+01 -2.0352779695645822e+00 0 0 0
27 3 2 4.0867500000000001e-01 -1.4045741206738702e+01 3.4565699168709429e+01 3.5955562958168649e+01 0 0 0
28 3 3 3.1750499999999998e-01 -1.4312357610062094e+01 3.5071084177040511e+01 3.3327208023687369e+01 0 0 0
29 3 4 2.7382000000000001e-01 -1.4931895670407519e+01 3.5425870144155759e+01 3.8734433863476156e+01 0 0 0
30 4 2 4.0867500000000001e-01 2.7868446852294486e+01 -1.5307206460932791e+01 -3.7486998654380621e+01 0 0 0
31 4 3 3.1750499999999998e-01 2.7046864491003440e+01 -1.3203959383435597e+01 -3.8948539666256082e+01 0 0 0
32 4 4 2.7382000000000001e-01 3.0246524154488274e+01 -1.6519622862727175e+01 -3.6030261834534400e+01 0 0 0
33 5 2 4.0867500000000001e-01 9.0974168803657243e+00 -3.3817033232498829e+01 -1.0209569794082393e+01 0 0 0
34 5 3 3.1750499999999998e-01 1.1582589205908919e+01 -3.4699890471244444e+01 -9.6811480088315349e+00 0 0 0
35 5 4 2.7382000000000001e-01 6.6167859530456088e+00 -3.4299271440954840e+01 -1.1901079138299290e+01 0 0 0
36 6 2 4.0867500000000001e-01 -2.8411546290400899e+01 2.7714717694761593e+01 -3.5253650176086680e+01 0 0 0
37 6 3 3.1750499999999998e-01 -2.7622389267714151e+01 2.5159377432639733e+01 -3.4966918048305068e+01 0 0 0
38 6 4 2.7382000000000001e-01 -2.8697255412392952e+01 2.9999263544558794e+01 -3.7240232141833353e+01 0 0 0
39 7 2 4.0867500000000001e-01 -3.1029318500418274e+01 2.0159770731506541e+01 -3.9529478471317077e+01 0 0 0
40 7 3 3.1750499999999998e-01 -2.8801597183719917e+01 1.8875045988175007e+01 -3.8741133341454230e+01 0 0 0
41 7 4 2.7382000000000001e-01 -3.3840839461012870e+01 1.9776458726552384e+01 3.9377036666492202e+01 0 0 -1
42 8 2 4.0867500000000001e-01 -1.1874872654846396e+00 -2.7495125334729345e+01 2.9647303688292858e+01 0 0 0
43 8 3 3.1750499999999998e-01 -3.6446318683450847e+00 -2.7146198912107504e+01 2.8610270069257723e+01 0 0 0
